token,tp_cases,tn_cases,fp_cases,fn_cases,total_cases,precision,recall,f1-score
relied,0,0,0,1,1,#Div0,0.0,#Div0
Reaching,1,0,0,0,1,1.0,1.0,1.0
incresing,0,1,1,0,2,0.0,#Div0,#Div0
personal,0,28,2,0,30,0.0,#Div0,#Div0
blieve,0,0,1,0,1,0.0,#Div0,#Div0
extra,2,1,1,0,4,0.6666666666666666,1.0,0.8
balanced,0,0,0,1,1,#Div0,0.0,#Div0
foreign,0,0,8,0,8,0.0,#Div0,#Div0
discuss,0,1,3,0,4,0.0,#Div0,#Div0
felt,0,4,2,1,7,0.0,0.0,#Div0
external,0,0,2,0,2,0.0,#Div0,#Div0
pursued,0,0,0,1,1,#Div0,0.0,#Div0
mundane,0,0,1,0,1,0.0,#Div0,#Div0
diagree,0,0,1,0,1,0.0,#Div0,#Div0
work,1,81,16,3,101,0.058823529411764705,0.25,0.09523809523809523
multiply,0,0,1,1,2,0.0,0.0,#Div0
strainge,0,0,1,0,1,0.0,#Div0,#Div0
Few,0,0,1,0,1,0.0,#Div0,#Div0
loose,1,0,1,1,3,0.5,0.5,0.5
have,30,250,251,42,573,0.10676156583629894,0.4166666666666667,0.16997167138810199
shine,1,0,0,1,2,1.0,0.5,0.6666666666666666
overall,0,1,1,0,2,0.0,#Div0,#Div0
consider,0,6,6,0,12,0.0,#Div0,#Div0
majority,0,1,0,1,2,#Div0,0.0,#Div0
warmth,0,0,0,1,1,#Div0,0.0,#Div0
brrelliant,0,0,1,0,1,0.0,#Div0,#Div0
risky,0,5,10,0,15,0.0,#Div0,#Div0
familiar,0,2,0,1,3,#Div0,0.0,#Div0
unfamilitar,0,0,1,0,1,0.0,#Div0,#Div0
directed,0,0,0,2,2,#Div0,0.0,#Div0
starting,0,2,0,1,3,#Div0,0.0,#Div0
trials,0,0,0,1,1,#Div0,0.0,#Div0
schedule,0,9,1,0,10,0.0,#Div0,#Div0
accquire,0,0,0,1,1,#Div0,0.0,#Div0
wealthy,0,0,1,0,1,0.0,#Div0,#Div0
exaggerate,0,0,1,0,1,0.0,#Div0,#Div0
economic,0,6,1,0,7,0.0,#Div0,#Div0
focalized,1,0,0,0,1,1.0,1.0,1.0
obtain,1,3,1,4,9,0.5,0.2,0.28571428571428575
end,1,8,1,1,11,0.5,0.5,0.5
core,0,1,0,3,4,#Div0,0.0,#Div0
lens,0,0,0,1,1,#Div0,0.0,#Div0
intresting,0,2,1,0,3,0.0,#Div0,#Div0
ethinic,0,0,1,0,1,0.0,#Div0,#Div0
deriving,0,0,0,2,2,#Div0,0.0,#Div0
defended,0,0,0,1,1,#Div0,0.0,#Div0
youg,0,0,1,0,1,0.0,#Div0,#Div0
aid,0,0,1,0,1,0.0,#Div0,#Div0
represent,0,1,1,0,2,0.0,#Div0,#Div0
keys,0,0,0,1,1,#Div0,0.0,#Div0
passive,1,0,0,0,1,1.0,1.0,1.0
flying,0,0,0,1,1,#Div0,0.0,#Div0
dream,0,0,0,5,5,#Div0,0.0,#Div0
heshe,0,12,1,0,13,0.0,#Div0,#Div0
withot,0,0,1,0,1,0.0,#Div0,#Div0
much,0,91,25,0,116,0.0,#Div0,#Div0
habbits,0,0,0,1,1,#Div0,0.0,#Div0
appealing,0,0,0,2,2,#Div0,0.0,#Div0
change,0,32,10,0,42,0.0,#Div0,#Div0
discover,2,2,0,3,7,1.0,0.4,0.5714285714285715
deeply,0,0,0,8,8,#Div0,0.0,#Div0
symbol,0,0,0,2,2,#Div0,0.0,#Div0
leg,0,0,0,1,1,#Div0,0.0,#Div0
socialize,0,0,2,0,2,0.0,#Div0,#Div0
world,0,70,0,8,78,#Div0,0.0,#Div0
south,0,0,1,0,1,0.0,#Div0,#Div0
valiable,0,0,0,1,1,#Div0,0.0,#Div0
pioneered,0,0,1,0,1,0.0,#Div0,#Div0
ussual,0,0,1,0,1,0.0,#Div0,#Div0
exiciting,0,0,1,0,1,0.0,#Div0,#Div0
send,0,1,0,1,2,#Div0,0.0,#Div0
desagreeing,0,0,1,0,1,0.0,#Div0,#Div0
seize,0,0,0,1,1,#Div0,0.0,#Div0
verify,0,0,1,0,1,0.0,#Div0,#Div0
gets,0,5,0,1,6,#Div0,0.0,#Div0
diffent,0,0,1,0,1,0.0,#Div0,#Div0
form,0,4,2,1,7,0.0,0.0,#Div0
argue,0,2,2,0,4,0.0,#Div0,#Div0
litte,0,0,0,1,1,#Div0,0.0,#Div0
memorize,0,4,3,0,7,0.0,#Div0,#Div0
confident,0,3,0,1,4,#Div0,0.0,#Div0
oving,1,0,0,0,1,1.0,1.0,1.0
remote,0,1,0,1,2,#Div0,0.0,#Div0
becasue,0,1,1,0,2,0.0,#Div0,#Div0
outsiders,0,0,0,1,1,#Div0,0.0,#Div0
space,0,4,0,5,9,#Div0,0.0,#Div0
security,0,5,0,1,6,#Div0,0.0,#Div0
totaly,0,0,1,0,1,0.0,#Div0,#Div0
restricted,0,0,0,1,1,#Div0,0.0,#Div0
wonderful,0,1,1,0,2,0.0,#Div0,#Div0
Seeing,2,0,0,0,2,1.0,1.0,1.0
expands,0,0,0,1,1,#Div0,0.0,#Div0
virtual,0,0,1,0,1,0.0,#Div0,#Div0
faces,0,0,0,3,3,#Div0,0.0,#Div0
challanges,0,0,0,1,1,#Div0,0.0,#Div0
limitaions,0,0,0,1,1,#Div0,0.0,#Div0
consequences,0,3,0,1,4,#Div0,0.0,#Div0
diet,0,0,1,0,1,0.0,#Div0,#Div0
increase,0,22,5,2,29,0.0,0.0,#Div0
reached,0,0,0,7,7,#Div0,0.0,#Div0
max,0,0,0,1,1,#Div0,0.0,#Div0
innovative,0,4,2,0,6,0.0,#Div0,#Div0
tecnical,0,0,1,0,1,0.0,#Div0,#Div0
introduced,0,1,0,1,2,#Div0,0.0,#Div0
happy,0,14,1,0,15,0.0,#Div0,#Div0
overpushed,0,0,0,1,1,#Div0,0.0,#Div0
pricy,0,1,1,0,2,0.0,#Div0,#Div0
range,0,8,0,1,9,#Div0,0.0,#Div0
accomplish,0,1,2,0,3,0.0,#Div0,#Div0
up,0,33,0,17,50,#Div0,0.0,#Div0
lie,0,4,1,0,5,0.0,#Div0,#Div0
m,0,10,10,0,20,0.0,#Div0,#Div0
overestimate,0,0,1,0,1,0.0,#Div0,#Div0
enough,0,23,34,0,57,0.0,#Div0,#Div0
educatinal,0,0,1,0,1,0.0,#Div0,#Div0
connections,0,0,0,1,1,#Div0,0.0,#Div0
nowadays,0,21,1,0,22,0.0,#Div0,#Div0
established,0,3,0,3,6,#Div0,0.0,#Div0
side,0,5,0,2,7,#Div0,0.0,#Div0
time-consuming,1,0,0,0,1,1.0,1.0,1.0
orginal,0,0,1,0,1,0.0,#Div0,#Div0
strictly,0,0,0,1,1,#Div0,0.0,#Div0
highlights,0,0,0,1,1,#Div0,0.0,#Div0
deliver,0,0,0,1,1,#Div0,0.0,#Div0
its,0,36,0,1,37,#Div0,0.0,#Div0
thorough,0,2,1,0,3,0.0,#Div0,#Div0
green,0,0,0,1,1,#Div0,0.0,#Div0
tell,0,4,5,0,9,0.0,#Div0,#Div0
sides,0,0,0,2,2,#Div0,0.0,#Div0
somewhere,0,4,1,1,6,0.0,0.0,#Div0
running,0,2,0,2,4,#Div0,0.0,#Div0
christmas,0,0,1,0,1,0.0,#Div0,#Div0
rapidly,0,3,0,1,4,#Div0,0.0,#Div0
restriction,0,0,0,1,1,#Div0,0.0,#Div0
related,0,12,1,0,13,0.0,#Div0,#Div0
affordable,0,0,1,0,1,0.0,#Div0,#Div0
damage,0,0,0,1,1,#Div0,0.0,#Div0
stimulate,0,0,1,0,1,0.0,#Div0,#Div0
Lonely,0,0,1,0,1,0.0,#Div0,#Div0
spread,2,1,0,2,5,1.0,0.5,0.6666666666666666
intruduced,0,0,0,1,1,#Div0,0.0,#Div0
leding,0,0,2,0,2,0.0,#Div0,#Div0
is,0,1023,0,1,1024,#Div0,0.0,#Div0
fist,0,0,2,0,2,0.0,#Div0,#Div0
suit,0,0,1,1,2,0.0,0.0,#Div0
tolerance,0,0,0,1,1,#Div0,0.0,#Div0
false,0,5,1,1,7,0.0,0.0,#Div0
visualize,0,0,0,2,2,#Div0,0.0,#Div0
proportioned,0,0,0,1,1,#Div0,0.0,#Div0
analizing,0,0,1,0,1,0.0,#Div0,#Div0
only,0,113,3,0,116,0.0,#Div0,#Div0
seek,1,0,0,1,2,1.0,0.5,0.6666666666666666
present,0,11,1,0,12,0.0,#Div0,#Div0
chalinging,0,0,0,1,1,#Div0,0.0,#Div0
gap,0,0,0,3,3,#Div0,0.0,#Div0
semester,0,0,0,2,2,#Div0,0.0,#Div0
responsible,0,4,2,0,6,0.0,#Div0,#Div0
using,0,34,0,1,35,#Div0,0.0,#Div0
focused,0,0,0,4,4,#Div0,0.0,#Div0
unreal,0,0,0,1,1,#Div0,0.0,#Div0
therefore,0,13,1,0,14,0.0,#Div0,#Div0
torue,0,0,1,0,1,0.0,#Div0,#Div0
advatages,0,0,0,1,1,#Div0,0.0,#Div0
handle,1,0,0,0,1,1.0,1.0,1.0
Sharing,0,0,1,0,1,0.0,#Div0,#Div0
thi,0,0,1,0,1,0.0,#Div0,#Div0
design,0,10,1,0,11,0.0,#Div0,#Div0
burst,0,0,0,1,1,#Div0,0.0,#Div0
hand,0,33,0,3,36,#Div0,0.0,#Div0
tend,0,1,13,0,14,0.0,#Div0,#Div0
destination,0,2,0,1,3,#Div0,0.0,#Div0
load,0,0,0,2,2,#Div0,0.0,#Div0
against,0,6,0,1,7,#Div0,0.0,#Div0
battles,0,0,0,1,1,#Div0,0.0,#Div0
extend,0,0,0,1,1,#Div0,0.0,#Div0
Immagine,0,1,1,0,2,0.0,#Div0,#Div0
filled,0,0,0,1,1,#Div0,0.0,#Div0
catch,1,0,0,0,1,1.0,1.0,1.0
geographic,0,0,1,0,1,0.0,#Div0,#Div0
actively,0,1,0,1,2,#Div0,0.0,#Div0
through,0,21,0,4,25,#Div0,0.0,#Div0
politician,0,0,1,0,1,0.0,#Div0,#Div0
theory,0,8,0,1,9,#Div0,0.0,#Div0
clever,0,0,1,0,1,0.0,#Div0,#Div0
moving,0,4,0,2,6,#Div0,0.0,#Div0
rent,0,1,1,0,2,0.0,#Div0,#Div0
conscience,0,0,0,2,2,#Div0,0.0,#Div0
see,4,32,23,1,60,0.14814814814814814,0.8,0.25
beginning,0,2,0,1,3,#Div0,0.0,#Div0
