text,source,offset,predicted_label
"In conclusion , I think that it is not possible to completely agree or disagree with the statement because it depends on individual attitudes and external conditions how a person can enjoy his her life during different periods . 
",think,4,0
"Once more I see that life is more complicated and people are more different one to another than it can be described in a short phrase .
",see,3,0
"Once more I see that life is more complicated and people are more different one to another than it can be described in a short phrase .
",be,20,0
"Because I think that this phrase is the question that lots of us ask to oneself . 
",think,2,0
"Immagine in your mind this : on the right hand you have young people , I have supposed that young could be until fouty years old , on the opposite hand you have old people . 
",have,11,0
"Immagine in your mind this : on the right hand you have young people , I have supposed that young could be until fouty years old , on the opposite hand you have old people . 
",have,16,0
"All these reasons were used by old people when they were young and this for me can be another reason because the old people enjoy their life less then young . 
",be,17,0
"If I could get in old people mind I think that I would start to look me around and I would think : I have worked all life , I have studied all life and now I am pretty tired . 
",get,3,0
"If I could get in old people mind I think that I would start to look me around and I would think : I have worked all life , I have studied all life and now I am pretty tired . 
",mind,7,0
"If I could get in old people mind I think that I would start to look me around and I would think : I have worked all life , I have studied all life and now I am pretty tired . 
",think,9,0
"If I could get in old people mind I think that I would start to look me around and I would think : I have worked all life , I have studied all life and now I am pretty tired . 
",start,13,0
"If I could get in old people mind I think that I would start to look me around and I would think : I have worked all life , I have studied all life and now I am pretty tired . 
",look,15,0
"If I could get in old people mind I think that I would start to look me around and I would think : I have worked all life , I have studied all life and now I am pretty tired . 
",think,21,0
"If I could get in old people mind I think that I would start to look me around and I would think : I have worked all life , I have studied all life and now I am pretty tired . 
",have,24,0
"With my mind is difficult think that in the future I will spend all my time to do nothing , maybe because I will not be able to what I would like to do , but this because I am young , because I want to discover new part of wolrd that I have not seen again , because I love sport and I think that I could not live without it , because I want to increase my knoledge and because I have to start to work . 
",be,25,0
"With my mind is difficult think that in the future I will spend all my time to do nothing , maybe because I will not be able to what I would like to do , but this because I am young , because I want to discover new part of wolrd that I have not seen again , because I love sport and I think that I could not live without it , because I want to increase my knoledge and because I have to start to work . 
",think,64,0
"For all these reasons I understand the old people that they cannnot what they do , I think that it wolud be difficult to organize the life when you are old . 
",understand,5,0
"For all these reasons I understand the old people that they cannnot what they do , I think that it wolud be difficult to organize the life when you are old . 
",cannnot,11,0
"For all these reasons I understand the old people that they cannnot what they do , I think that it wolud be difficult to organize the life when you are old . 
",do,14,0
"For all these reasons I understand the old people that they cannnot what they do , I think that it wolud be difficult to organize the life when you are old . 
",think,17,0
"For all these reasons I understand the old people that they cannnot what they do , I think that it wolud be difficult to organize the life when you are old . 
",wolud,20,0
"For all these reasons I understand the old people that they cannnot what they do , I think that it wolud be difficult to organize the life when you are old . 
",be,21,0
"For all these reasons I understand the old people that they cannnot what they do , I think that it wolud be difficult to organize the life when you are old . 
",organize,24,0
"However , I think that it is possible , because I have a personal example : my grandfather ; for him every morning is a new day to discover .
",think,3,0
"If we go deeper into the topic , analyzing how people develop commercials and advertisements , we can identify why this can happen . 
",go,2,0
"First it s analyzed the ideal customer and , according to himher tastes and preferences , some characteristics , or even emotions , are underlined in the advertisements . 
",s,2,0
"In addition the advertisements can use the technique of the association to something else , even something that is completely different but that must share the same feeling of the advertized product . 
",use,5,0
"I believe that people who are successful try a lot of new things even though they have high risks for the following reasons ; changeing time , improve themselves , and enjoying themselves . 
",believe,1,0
"However , now , we can not live without cars , especially in the United States . 
",live,7,0
"One idea can change our life . 
",change,3,0
"When we learn new things , we need a lot of knowledge , infortmation , and results of tests . 
",learn,2,0
"When we learn new things , we need a lot of knowledge , infortmation , and results of tests . 
",need,7,0
"It will take a long time . 
",take,2,0
"I respect to Mendel , who identified the existance of DNA in 19th century . 
",respect,1,0
"In my opinion , people who do not have curiocity are like old-men . 
",do,6,0
"In my opinion , people who do not have curiocity are like old-men . 
",have,8,0
"When I get good score on tests , I am very glad to study it hard . 
",get,2,0
"In addition , I can understand what happened I , environment , and earth thorough the science aknowledgements . 
",understand,5,0
"I felt that I could do anything I want to do . 
",felt,1,0
"I felt that I could do anything I want to do . 
",do,5,0
"Therefore , I can enjoy my life , now . 
",enjoy,4,0
"In conclusion , I think people do not have to worry about risks of trying new things . 
",think,4,0
"In conclusion , I think people do not have to worry about risks of trying new things . 
",do,6,0
"In conclusion , I think people do not have to worry about risks of trying new things . 
",have,8,0
"In conclusion , I think people do not have to worry about risks of trying new things . 
",worry,10,0
"Trying new things will make them more optimistic and give a lot of confidence to them .
",Trying,0,0
"Trying new things will make them more optimistic and give a lot of confidence to them .
",make,4,0
"Trying new things will make them more optimistic and give a lot of confidence to them .
",give,9,0
"In this article I will discuss the advantages and the drawbacks of having broad knowledge of many academic subjects with respect to specializing in one specific subject . 
",discuss,5,0
"I think that both of them are required today for a successeful career . 
",think,1,0
"Firstly , I will analyze the main issues about studying many subjects . 
",analyze,4,1
"Then I will focus on the problems related to specialization . 
",focus,3,0
"If you decide to study many subjects , you will be prepared for a wide range of jobs . 
",decide,2,0
"If you decide to study many subjects , you will be prepared for a wide range of jobs . 
",study,4,1
"If you decide to study many subjects , you will be prepared for a wide range of jobs . 
",be,10,0
"On the other hand , if your highly specialized skills are not needed by the market , it will be very challenging to find a new job and you will have to start studying again . 
",be,19,0
"This time , however , you will probably choose something more general . 
",choose,8,0
"This prospective could be awful if it happens when you are too old and have a family . 
",be,3,0
"In conclusion I think the best solution is something between the two choices . 
",think,3,0
"One should have broad knowledge of a general field but also should be specialized in a particular subject of this field .
",have,2,0
"One should have broad knowledge of a general field but also should be specialized in a particular subject of this field .
",be,12,0
"on the othere hand , people like to do only thing they know it before without takeing any risky things . 
",do,8,0
"on the othere hand , people like to do only thing they know it before without takeing any risky things . 
",know,12,0
"Each kind of these people have their reasons . 
",have,5,0
"I will discuss more about them in this assay . 
",discuss,2,0
"First of all , people who like to do new things and to involve in risky things , i will call it a risky man . 
",do,8,0
"First of all , people who like to do new things and to involve in risky things , i will call it a risky man . 
",involve,13,0
"First of all , people who like to do new things and to involve in risky things , i will call it a risky man . 
",call,20,0
"This man have the feel of challenge . 
",have,2,0
"For instance , a man who like to claim mountains , sailing a round the world or , for more risky , swiming from country to others . 
",claim,8,0
"why do the risky man do this things ? 
",do,1,0
"why do the risky man do this things ? 
",do,5,0
"Propeply he want to grant a huge number of money and to be a famouse and unforgitable . 
",want,2,0
"Propeply he want to grant a huge number of money and to be a famouse and unforgitable . 
",grant,4,0
"Propeply he want to grant a huge number of money and to be a famouse and unforgitable . 
",be,12,0
"Further more , most of these people you can find them in ginnes record . 
",find,9,0
"Secondly , people who like to do normal and ussual things , i can call them a calmy man . 
",do,6,0
"Secondly , people who like to do normal and ussual things , i can call them a calmy man . 
",call,14,1
"This man like to live in peacfull and calm life . 
",live,4,0
"He prefer to have a happy family than making risky things . 
",prefer,1,0
"He prefer to have a happy family than making risky things . 
",have,3,0
"plus , he think that person who do a risky things is craizy . 
",think,3,0
"plus , he think that person who do a risky things is craizy . 
",do,7,0
"More over , this calmy man ussually have a job with loving partners . 
",have,7,0
"how ever , he rarely go on travils and trips . 
",go,5,0
"Finally , i think being a risky man it is not good due to the risky situations that he faces during his life . 
",think,3,0
"So then from time to another you can make little risky and new things like saling about or building a wooden house . 
",make,8,0
"So then from time to another you can make little risky and new things like saling about or building a wooden house . 
",saling,15,0
"Is that huge number going to be reduced or increased in future ? 
",Is,0,0
"Now , we have another useful transportation as trains , buses and taxies . 
",have,3,0
"For example , we dont have these other kinds of transportations in Saudi Arabia , and we are suffuring from the crowded evry single day . 
",dont,4,0
"For example , we dont have these other kinds of transportations in Saudi Arabia , and we are suffuring from the crowded evry single day . 
",have,5,0
"It could cost you an arm and leg to buy a car these days . 
",cost,2,0
"It could cost you an arm and leg to buy a car these days . 
",buy,9,0
"That would cause a disaster . 
",cause,2,0
"Nowadays a lot has been said about the role of the advertisement in the current society . 
",Nowadays,0,0
"Some marketing practicationers have defended the idea that marketing and , in particular , advertisement keep playing a neutral role in the modern society by only promoting the features of a product . 
",have,3,0
"Ever more commercials promise customers greater benefit from their products misleading the real wants and needs of them . 
",promise,3,0
"It may also happen that the features illustrated by the commercial are really disappointing to the customer when this experience the product . 
",happen,3,0
"These products tend to overestimate the capacity of certain features exposing the cutomer to danger . 
",tend,2,0
"These products tend to overestimate the capacity of certain features exposing the cutomer to danger . 
",overestimate,4,0
"Since , I think , this issue is tremendously current , more attention should be given to it . 
",think,3,0
"Since , I think , this issue is tremendously current , more attention should be given to it . 
",be,14,0
"Only through a new conception of advertisement , I would call it an ethical advertisement , things can get better for people .
",call,10,0
"Only through a new conception of advertisement , I would call it an ethical advertisement , things can get better for people .
",get,18,0
"Yes i do agree with the statment that says Young people enjoy life more than older people do basid on the follwing facts : Young people have no responsipelties such as the older people All they have to do is going to schools and enjoy the rest of the day playing or spending their time in deferent actevity , we have to admit that the time has changed dramaticlly , at our current time all the facility avalible for yong people but those who lived in the past have very lettel chances as there were no such faciliteis like what happning at this days . 
",do,2,0
"Yes i do agree with the statment that says Young people enjoy life more than older people do basid on the follwing facts : Young people have no responsipelties such as the older people All they have to do is going to schools and enjoy the rest of the day playing or spending their time in deferent actevity , we have to admit that the time has changed dramaticlly , at our current time all the facility avalible for yong people but those who lived in the past have very lettel chances as there were no such faciliteis like what happning at this days . 
",agree,3,0
"Old people have when they got to this aeg they need to enjoy the rest of their days and spend what they have saved all the past years , it is their time now spicially when beleves that they have done their jobs and it s somebody eals times . 
",have,2,0
"I beleve that the parents are willing to do anything to their kids that they could nt do during their chaildhood , in addition to this it seames that everything are availible for young people this days not like the old days . 
",beleve,1,0
"I also agree that the parents would do the best for their kids not only this but the official organaizitions around the world are protecting the childhood and mon
",agree,2,0
"I also agree that the parents would do the best for their kids not only this but the official organaizitions around the world are protecting the childhood and mon
",do,7,0
"If I travel in a group , I will enjoy the travel a lot because the tour guide know many good places to see . 
",travel,2,1
"If I travel in a group , I will enjoy the travel a lot because the tour guide know many good places to see . 
",enjoy,9,0
"If I travel in a group , I will enjoy the travel a lot because the tour guide know many good places to see . 
",know,18,0
"However , I disagree with this idea . 
",disagree,3,0
"In my opinion , plannning the travel is also enjoyable thing in the travel . 
",plannning,4,0
"If I travel in a group , I will not search about the place where I am going and the memory will not last nor vivid . 
",travel,2,1
"If I travel in a group , I will not search about the place where I am going and the memory will not last nor vivid . 
",search,10,1
"If there is no one who help me with planning , I search details about the country and the experience will be helpful even in other situations . 
",be,21,0
"To tell the truth , the plan was not perfect . 
",tell,1,0
"We could get lost in the place we are traveling , like me -- I was lucky though , especially in foreign country that is a big problem . 
",get,2,0
"However , if we are with other traveling people , we will not be able to feel the real culture in the place . 
",be,13,0
"We might be friends with other traveling people if we go in a group , but we will never make friends who live in the country . 
",be,2,0
"We might be friends with other traveling people if we go in a group , but we will never make friends who live in the country . 
",friends,3,0
"Thus , I prefer to travel by myself or only with my friends . 
",prefer,3,0
"Thus , I prefer to travel by myself or only with my friends . 
",travel,5,0
"I believe that specializing in one subject is better and more important in the world we live in today , than having broad knowledge of many academic subjects . 
",believe,1,0
"Having broad knowledge of many academic subjects can be very good socially since it allows the person to communicate with people on many subjects . 
",Having,0,0
"Having broad knowledge of many academic subjects can be very good socially since it allows the person to communicate with people on many subjects . 
",be,8,0
"Working as a lawyer for example requires thorough and indepth knowledge of the law and general knowledge would not be enough to become a lawyer . 
",Working,0,0
"Specializing in one subject means that that person is going to become really good at that subject and that therefore he may pursue it in the future . 
",Specializing,0,0
"Some people believe that young people do not give enough time to helping their communities . 
",believe,2,0
"Some people believe that young people do not give enough time to helping their communities . 
",do,6,0
"Some people believe that young people do not give enough time to helping their communities . 
",give,8,0
"This can limit young people s chances to help the community . 
",limit,2,0
"This can limit young people s chances to help the community . 
",help,8,0
"Many people believe that young people nowadays give enough time to help their communities for several reasons . 
",believe,2,0
"Many people believe that young people nowadays give enough time to help their communities for several reasons . 
",give,7,0
"Many people believe that young people nowadays give enough time to help their communities for several reasons . 
",help,11,0
"First of all , young adults have time to help people by their university projects and assignments . 
",have,6,0
"First of all , young adults have time to help people by their university projects and assignments . 
",help,9,0
"For example , they can emphasize their topics on their assignments on helping people . 
",emphasize,5,0
"They can do projects to search people s problems and needs . 
",do,2,0
"They can do projects to search people s problems and needs . 
",search,5,0
"They can do projects to search people s problems and needs . 
",s,7,0
"Secondly , young adults have the enegy and health to utilize on helping people by visiting them at homes and determining their needs . 
",have,4,0
"Secondly , young adults have the enegy and health to utilize on helping people by visiting them at homes and determining their needs . 
",utilize,10,0
"Finally , young people give enough time as they have real motivation . 
",give,4,0
"Finally , young people give enough time as they have real motivation . 
",have,9,0
"Motivation can move them to help their communities as much as they can . 
",move,2,0
"Motivation can move them to help their communities as much as they can . 
",help,5,0
"I believe that young people nowadays have given enough time to help people . 
",believe,1,0
"I believe that young people nowadays have given enough time to help people . 
",have,6,0
"The more young people help their communities , the better achievements and improvements the communities have .
",help,4,0
"I think that for students is more important to understand ideas and concepts rather than learn facts . 
",think,1,0
"Still , the ability to understand ideas and concepts makes it possible to reason and discuss about topics and matters . 
",understand,5,0
"We can understand the real meaning of facts . 
",understand,2,0
"With an Internet access we can consult online sources such as Wikipedia and Google . 
",consult,6,0
"To summarize , for students , in my opinion , is more important to understand and reason on concepts and ideas rather than memorize mechanically facts , dates and numbers . 
",summarize,1,0
"Students will need to be able to think and reason , computer will help to connect the dots .
",need,2,0
"Students will need to be able to think and reason , computer will help to connect the dots .
",be,4,0
"Students will need to be able to think and reason , computer will help to connect the dots .
",think,7,0
"Students will need to be able to think and reason , computer will help to connect the dots .
",help,13,0
"Students will need to be able to think and reason , computer will help to connect the dots .
",connect,15,0
"I believe old people enjoy life more than youth or even teenagers do with all the study and work hours or the restrictions forced by parents . 
",believe,1,0
"I believe old people enjoy life more than youth or even teenagers do with all the study and work hours or the restrictions forced by parents . 
",enjoy,4,0
"I believe old people enjoy life more than youth or even teenagers do with all the study and work hours or the restrictions forced by parents . 
",do,12,0
"As a begining , old people dont have any kind of study , midterms or finals to care about . 
",dont,6,0
"As a begining , old people dont have any kind of study , midterms or finals to care about . 
",have,7,0
"They dont have to spend hours studing , going to school , attending classes or even buying books . 
",dont,1,0
"They dont have to spend hours studing , going to school , attending classes or even buying books . 
",have,2,0
"They dont have to spend hours studing , going to school , attending classes or even buying books . 
",spend,4,0
"They have alot of free time they can spend in any selfpleasing activity that brings happiness and joy to them . 
",have,1,0
"They have alot of free time they can spend in any selfpleasing activity that brings happiness and joy to them . 
",spend,8,0
"In addition to that most of old people do not have a job or a career to care about . 
",do,8,0
"In addition to that most of old people do not have a job or a career to care about . 
",have,10,0
"They have much more time to enjoy it . 
",have,1,0
"Also , financial wise young people have alot of bills and payments . 
",have,6,0
"Most of the time elder people dont have these kind of concerns Finaly , the limitations and restrictions forced by the family on their kids donot leave much space for fun . 
",dont,6,0
"Most of the time elder people dont have these kind of concerns Finaly , the limitations and restrictions forced by the family on their kids donot leave much space for fun . 
",have,7,0
"you are not supposed to go their or you are not allowed to be out that late , thats usually what a young member of the family gonna endup getting . 
",be,13,0
"For all the spare time they have and the avilability of money or abscence of limitaions there is no dought older people enjoy life much more than youn ones do
",have,6,0
"When people plane travel some of them prefer to travel in agroup lrd by a tout guide , while some of them prefer to travel idividually . 
",plane,2,0
"When people plane travel some of them prefer to travel in agroup lrd by a tout guide , while some of them prefer to travel idividually . 
",travel,3,0
"When people plane travel some of them prefer to travel in agroup lrd by a tout guide , while some of them prefer to travel idividually . 
",prefer,7,0
"When people plane travel some of them prefer to travel in agroup lrd by a tout guide , while some of them prefer to travel idividually . 
",travel,9,0
"In my opinion the best way to travel in a group led by a tour guide . 
",travel,7,1
"First when you travel in a group led by a tour guide , you will not take the risk and the tour guide will help in lot of things . 
",travel,3,1
"of course the tour guide will be an expert person knowing his or her job very well . 
",be,6,0
"So there will clear day by day program . 
",clear,3,0
"The tour guide will know the area , which to be visited , very well . 
",know,4,0
"He or she know where the histrical places in the area , the parks , the resturants , and all the important places around the area . 
",know,3,0
"Even the tour guide know where are the goverment offices and hospital in case of any emergency . 
",know,4,0
"All this will let the traveler to relax and enjoy his time and not to concentrate on the details of the trip and avoid the hassle . 
",let,3,0
"All this will let the traveler to relax and enjoy his time and not to concentrate on the details of the trip and avoid the hassle . 
",relax,7,0
"All this will let the traveler to relax and enjoy his time and not to concentrate on the details of the trip and avoid the hassle . 
",enjoy,9,0
"All this will let the traveler to relax and enjoy his time and not to concentrate on the details of the trip and avoid the hassle . 
",concentrate,15,0
"All this will let the traveler to relax and enjoy his time and not to concentrate on the details of the trip and avoid the hassle . 
",avoid,23,0
"Second when you travel in a group led by a tour guide it will be golden opportunity to know different people from different places and this may led to make friendship and as there is tour guide there is more time for this kind of relationship . 
",travel,3,1
"Even these frindship can continue after the trip through the e . 
",continue,4,0
"These kind of trip some times cuold be a chance for some people to find their life partner . 
",cuold,6,0
"These kind of trip some times cuold be a chance for some people to find their life partner . 
",be,7,0
"These kind of trip some times cuold be a chance for some people to find their life partner . 
",find,14,0
"Last by traveling in a group always you will find some people with you durring the bad times and durring the good times and it will be a chance to help people as been help by other peop Upon all the above poins traveling in a group led by a tour guide is the best way to travel in my opinon
",travel,57,1
"While this may be true for some individuals , there is an increasing number of young people devoting their time to help their communities and other communities which need support . 
",be,3,0
"I have observed young students sacrificing their summer holidays to help build houses and volunteer in poor African communities . 
",have,1,0
"Yet have also observed other young people self involved in their day to day life not helping their community either because they do not care or they simply do not have the time as they have other priorities play with their friends , go to camp , etc .. 
",have,1,0
"Many homes do not lead by example or embed the sence of community or sharing in the education of their children . 
",do,2,0
"Many homes do not lead by example or embed the sence of community or sharing in the education of their children . 
",lead,4,0
"Many homes do not lead by example or embed the sence of community or sharing in the education of their children . 
",embed,8,0
"Hence young people not devotng any time in their communities . 
",devotng,4,0
"I therefore agree with the statement as not sufficient support is available . 
",therefore,1,0
"Young people with energy can provide a lot of help to their communities by allocating very little time of their day . 
",provide,5,0
"Many people associate help with spending money , while that may sometimes be the case , helping ones community with ones personal time could be equally rewarding . 
",associate,2,0
"Many people associate help with spending money , while that may sometimes be the case , helping ones community with ones personal time could be equally rewarding . 
",be,12,0
"Helping ones community does not always have to be financial . 
",Helping,0,0
"Seeing poverty in Africa and developing counties is an eye opener . 
",Seeing,0,0
"There will always be more problems in this continent than helping hand , however , we can start by increasing the help to our communities and do the best we can to improve the lives of the communities we live in .
",be,3,0
"There will always be more problems in this continent than helping hand , however , we can start by increasing the help to our communities and do the best we can to improve the lives of the communities we live in .
",help,21,0
"Regarding the statement , successful people try new things and take risks rather than only doing what they already know how to do well , I agree with this idea . 
",Regarding,0,0
"Regarding the statement , successful people try new things and take risks rather than only doing what they already know how to do well , I agree with this idea . 
",try,6,0
"Regarding the statement , successful people try new things and take risks rather than only doing what they already know how to do well , I agree with this idea . 
",take,10,0
"Regarding the statement , successful people try new things and take risks rather than only doing what they already know how to do well , I agree with this idea . 
",do,22,0
"Doing only what they already know how to do well in the life could not make any creating thinking and ideas and could not reach any good chance to go up more higher status of their positoin or money and more exciting . 
",Doing,0,0
"Doing only what they already know how to do well in the life could not make any creating thinking and ideas and could not reach any good chance to go up more higher status of their positoin or money and more exciting . 
",know,5,0
"Doing only what they already know how to do well in the life could not make any creating thinking and ideas and could not reach any good chance to go up more higher status of their positoin or money and more exciting . 
",do,8,0
"Doing only what they already know how to do well in the life could not make any creating thinking and ideas and could not reach any good chance to go up more higher status of their positoin or money and more exciting . 
",make,15,0
"And people always age and grow overtime , then people must reflect something new into their life , otherwise they get bored and get easily tired of it , then get sometimes mentally problem . 
",reflect,11,0
"And people always age and grow overtime , then people must reflect something new into their life , otherwise they get bored and get easily tired of it , then get sometimes mentally problem . 
",get,20,0
"I had to spend tones of time to study to pass it , simultaneously , I worked hard as a new position which I did not have enough experience . 
",have,26,0
"I believe that people sometimes should take a risk . 
",believe,1,0
"I believe that people sometimes should take a risk . 
",take,6,0
"This decision and judgement were not easy if I should be able to be happy and successful in my life . 
",be,10,0
"This decision and judgement were not easy if I should be able to be happy and successful in my life . 
",be,13,0
"I believe that these things will make me also grow that will lead also successful in the future . 
",believe,1,0
"I believe that these things will make me also grow that will lead also successful in the future . 
",make,6,0
"I believe that these things will make me also grow that will lead also successful in the future . 
",grow,9,0
"I believe that these things will make me also grow that will lead also successful in the future . 
",lead,12,0
"In conclusion , the life should sometimes be excited and explore new things rather than doing what they already know how to do well . 
",be,7,0
"Your life can be meaningful if you try to new things and take risks . 
",be,3,0
"Your life can be meaningful if you try to new things and take risks . 
",try,7,0
"Your life can be meaningful if you try to new things and take risks . 
",take,12,0
"By growing and aging , people need to grow knowing new things in their life which means you would have to take some smaller or bigger risks .
",grow,8,0
"I consider my self lucky because i had the opportunity to visit country such as Venezuela , India , Canada , Brazil and many others . 
",consider,1,0
"From what i know a tour guide job concern whit showing to tourists the beauties or something in particular of a certain country , and i am sure that they do their job in the right way . 
",know,3,0
"From what i know a tour guide job concern whit showing to tourists the beauties or something in particular of a certain country , and i am sure that they do their job in the right way . 
",whit,9,0
"But i think that one of the most fascinating and interesting thing when you are visiting a new country , i would call it the taste of your vacation , come from your desire to discover the same beauties by your own . 
",think,2,0
"When i visit a new country a whant to feel all the tradition and culture that carachterize it , i want to become , during that period , part of what is going on . 
",visit,2,0
"When i visit a new country a whant to feel all the tradition and culture that carachterize it , i want to become , during that period , part of what is going on . 
",feel,9,0
"When i visit a new country a whant to feel all the tradition and culture that carachterize it , i want to become , during that period , part of what is going on . 
",carachterize,16,0
"When i visit a new country a whant to feel all the tradition and culture that carachterize it , i want to become , during that period , part of what is going on . 
",i,19,0
"When i visit a new country a whant to feel all the tradition and culture that carachterize it , i want to become , during that period , part of what is going on . 
",want,20,0
"When i visit a new country a whant to feel all the tradition and culture that carachterize it , i want to become , during that period , part of what is going on . 
",become,22,0
"In all my trip arround the world i ve been in many situation that gave me lots of satisfaction and i am sure that i would nt feel in the same way if was a guide who took me to that wedding . 
",ve,8,0
"To end my paper i want to decair my adversion to tour guide vacation , you spend more and enjoy less .
",end,1,0
"To end my paper i want to decair my adversion to tour guide vacation , you spend more and enjoy less .
",want,5,0
"To end my paper i want to decair my adversion to tour guide vacation , you spend more and enjoy less .
",decair,7,0
"To end my paper i want to decair my adversion to tour guide vacation , you spend more and enjoy less .
",tour,11,0
"I disagree with the idea that young people enjoy life more than older people do . 
",disagree,1,0
"I disagree with the idea that young people enjoy life more than older people do . 
",enjoy,8,0
"I would rather say it depends on each individual whether they can enjoy life or not , than just generalize them by their age . 
",say,3,0
"Firstly , there has been increasing number of young people , who do not have clear purpose of the life , being at a loss what to do . 
",have,14,0
"These kind of people often do not even work , which naturally means that they do not have enough opportunity to show their ability . 
",do,5,0
"Although some people might enjoy their moment of the life by doing something funny and stimulas , my impression for that is they are just having fun temporary . 
",enjoy,4,0
"I think it does not mean that they fully enjoy thier life . 
",think,1,0
"As long as there are many young people living without a obvious purpose or destination , I think it can not be said that all young people enjoy their life . 
",be,21,0
"Secondly , let me introduce my own experience about my grand mother . 
",let,2,0
"Secondly , let me introduce my own experience about my grand mother . 
",introduce,4,0
"I think being needed by others gives people will of life . 
",think,1,0
"Even Young people could feel their life meaninngless and boring , while there is enough chance for older people to fully enjoy their life . 
",feel,4,0
"if you have specific knowledge you are limited . 
",have,2,0
"in the world of the work if you have specific knowledge you will have more difficult to find a job than a person who have broadn knowledge . 
",have,8,0
"in the world of the work if you have specific knowledge you will have more difficult to find a job than a person who have broadn knowledge . 
",have,13,0
"in the world of the work if you have specific knowledge you will have more difficult to find a job than a person who have broadn knowledge . 
",find,17,0
"in the world of the work if you have specific knowledge you will have more difficult to find a job than a person who have broadn knowledge . 
",have,24,0
"in the world of the work if you have specific knowledge you will have more difficult to find a job than a person who have broadn knowledge . 
",broadn,25,0
"i think that is more important have broad knowledge of many academic subjects because usually , for the work , is not required specialize knowledge in one specific subject . 
",think,1,0
"well i think that for the person is more beautiful have broad knowledge of many academic subjects than to specialize in one specific subject because if you have more knowledge you can speak with any people you meet . 
",think,2,0
"you could speak with various type of people . 
",speak,2,1
"people who have different trucks of life . 
",have,2,0
"people who arrive to various places of the world and speak different languages . 
",arrive,2,1
"people who arrive to various places of the world and speak different languages . 
",speak,10,0
"if you have specialize knowledge in one specific subject you may not understand other different subject very well because you do nt have basic knowledge of other subject . 
",have,2,0
"if you have specialize knowledge in one specific subject you may not understand other different subject very well because you do nt have basic knowledge of other subject . 
",specialize,3,0
"if you have specialize knowledge in one specific subject you may not understand other different subject very well because you do nt have basic knowledge of other subject . 
",understand,12,0
"if you have specialize knowledge in one specific subject you may not understand other different subject very well because you do nt have basic knowledge of other subject . 
",do,20,0
"if you have specialize knowledge in one specific subject you may not understand other different subject very well because you do nt have basic knowledge of other subject . 
",have,22,0
"Most advertisements make products seem much better than they really are , i stongly support this view . 
",make,2,0
"Most advertisements make products seem much better than they really are , i stongly support this view . 
",seem,4,0
"To verify my point i am going to give few examples . 
",verify,1,0
"I have a rough estimation that 8 out of 10 prodducts are not reliable , after my past experiences . 
",have,1,0
"Alot of things play a role in making the product so appealing , a high budget advertisement even take well know celeberties to emphasis the quality of the product and to some extent we all believe the well known figurs and we might again mislead ourselves . 
",play,3,1
"You may see alot of commercial on the weekends which compel you to buy the products which you really do nt need , you just get impressed by the comercials and later on after using it you realize it doesnot benefit you as the comercial shows . 
",see,2,0
"You may see alot of commercial on the weekends which compel you to buy the products which you really do nt need , you just get impressed by the comercials and later on after using it you realize it doesnot benefit you as the comercial shows . 
",compel,10,0
"You may see alot of commercial on the weekends which compel you to buy the products which you really do nt need , you just get impressed by the comercials and later on after using it you realize it doesnot benefit you as the comercial shows . 
",buy,13,0
"You may see alot of commercial on the weekends which compel you to buy the products which you really do nt need , you just get impressed by the comercials and later on after using it you realize it doesnot benefit you as the comercial shows . 
",do,19,0
"You may see alot of commercial on the weekends which compel you to buy the products which you really do nt need , you just get impressed by the comercials and later on after using it you realize it doesnot benefit you as the comercial shows . 
",need,21,0
"You may see alot of commercial on the weekends which compel you to buy the products which you really do nt need , you just get impressed by the comercials and later on after using it you realize it doesnot benefit you as the comercial shows . 
",get,25,0
"I do believe that there are few products from well known companies which have developed trust over time but mostly the others are all not at all satisfying and are just waste of money and time , they play with ones feelings . 
",do,1,0
"I do believe that there are few products from well known companies which have developed trust over time but mostly the others are all not at all satisfying and are just waste of money and time , they play with ones feelings . 
",believe,2,0
"I do agree with the opinion expressed in the statement . 
",do,1,0
"I think that is possible to explain such a cliche giving some examples that truly confirm the point . 
",think,1,0
"Young people have more time than adults to enjoy their life . 
",have,2,0
"Young people have more time than adults to enjoy their life . 
",enjoy,8,0
"Usually young people go to school and have the opportunity to meet people of their age . 
",go,3,0
"Usually young people go to school and have the opportunity to meet people of their age . 
",have,7,0
"Usually young people go to school and have the opportunity to meet people of their age . 
",meet,11,0
"Sharing school-time make young people eager to play sports together , to go out at night together and enjoy life . 
",Sharing,0,0
"Sharing school-time make young people eager to play sports together , to go out at night together and enjoy life . 
",play,7,0
"Sharing school-time make young people eager to play sports together , to go out at night together and enjoy life . 
",go,12,0
"Sharing school-time make young people eager to play sports together , to go out at night together and enjoy life . 
",enjoy,18,0
"Adults usually have to think of their families , they usually work to earn the money necessary to feed their children and so they have less time to do what they want . 
",have,2,0
"Adults usually have to think of their families , they usually work to earn the money necessary to feed their children and so they have less time to do what they want . 
",think,4,0
"Adults usually have to think of their families , they usually work to earn the money necessary to feed their children and so they have less time to do what they want . 
",work,11,0
"Adults usually have to think of their families , they usually work to earn the money necessary to feed their children and so they have less time to do what they want . 
",earn,13,0
"Adults actually do not have time to enjoy life . 
",do,2,0
"Adults actually do not have time to enjoy life . 
",have,4,0
"Adults actually do not have time to enjoy life . 
",enjoy,7,0
"As you become older you have more to accomplish in order to respect what people expect from you . 
",become,2,0
