,text,source,offset
2120,"Students will need to be able to think and reason , computer will help to connect the dots .",help;connect;the;dots,13;15;16;17
2121,where are you going grandpa ?,,
2122,"shopping , golfing or maybe to a cruise on a yacht .",,
2123,That is what i usually get when i am really bored of studing or tired of endless working hours while my grandfather or even my father are getting ready to go on some sort of selfpleasing activity .,endless,16
2124,I believe old people enjoy life more than youth or even teenagers do with all the study and work hours or the restrictions forced by parents .,restrictions;forced,22;23
2125,It is so hard for a young family member to enjoy life as much as elders do .,,
2126,"As a begining , old people dont have any kind of study , midterms or finals to care about .",,
2127,"They dont have to spend hours studing , going to school , attending classes or even buying books .",spend,4
2128,They have alot of free time they can spend in any selfpleasing activity that brings happiness and joy to them .,have;spend;brings,1;8;14
2129,In addition to that most of old people do not have a job or a career to care about .,,
2130,Most of them are either business owners or unemployed at all which is even better they have nothing to distract them from having fun .,distract,19
2131,Not like young people who spends between forty and fifty hours each week at work .,spends,5
2132,They have much more time to enjoy it .,have,1
2133,"Also , financial wise young people have alot of bills and payments .",,
2134,"After school fees , rent and maybe car morgage their is not enough money left to spend for fun or enjoyment .",,
2135,"Most of the time elder people dont have these kind of concerns Finaly , the limitations and restrictions forced by the family on their kids donot leave much space for fun .",limitations;restrictions;forced;space,15;17;18;28
2136,"you are not supposed to go their or you are not allowed to be out that late , thats usually what a young member of the family gonna end getting .",,
2137,Not liek elder ones with total freedom .,,
2138,For all the spare time they have and the availability of money or abscence of limitaions there is no dought older people enjoy life much more than youn ones do,spare;have;limitaions,3;6;15
2139,"When people plane travel some of them prefer to travel in agroup led by a tout guide , while some of them prefer to travel individually .",,
2140,In my opinion the best way to travel in a group led by a tour guide .,,
2141,"First when you travel in a group led by a tour guide , you will not take the risk and the tour guide will help in lot of things .",take,16
2142,of course the tour guide will be an expert person knowing his or her job very well .,,
2143,So there will clear day by day program .,clear,3
2144,"The tour guide will know the area , which to be visited , very well .",,
2145,"He or she know where the historical places in the area , the parks , the resturants , and all the important places around the area .",,
2146,Even the tour guide know where are the goverment offices and hospital in case of any emergency .,,
2147,All this will let the traveler to relax and enjoy his time and not to concentrate on the details of the trip and avoid the hassle .,relax;avoid;hassle,7;23;25
2148,Second when you travel in a group led by a tour guide it will be golden opportunity to know different people from different places and this may led to make friendship and as there is tour guide there is more time for this kind of relationship .,golden,15
2149,Even these friendship can continue after the trip through the e .,,
2150,mails and the phones conversations .,,
2151,These kind of trip some times could be a chance for some people to find their life partner .,,
2152,Last by traveling in a group always you will find some people with you durring the bad times and durring the good times and it will be a chance to help people as been help by other peop Upon all the above poins traveling in a group led by a tour guide is the best way to travel in my opinon,,
2153,"Nowadays , young people and organizations are expected to support the communities in which liver located in .",support,9
2154,"With life complexities and growing responsibilities , young people may not have sufficient time to help their communities .",complexities;growing;have,2;4;11
2155,"While this may be true for some individuals , there is an increasing number of young people devoting their time to help their communities and other communities which need support .",devoting;support,17;29
2156,I have observed young students sacrificing their summer holidays to help build houses and volunteer in poor African communities .,sacrificing,5
2157,"Yet have also observed other young people self involved in their day to day life not helping their community either because they do not care or they simply do not have the time as they have other priorities play with their friends , go to camp , etc ..",have,30
2158,The broader issue is around education and what young people are being taught in the classroom and at home .,broader,1
2159,Many homes do not lead by example or embed the sence of community or sharing in the education of their children .,lead;by;example;embed,4;5;6;8
2160,Hence young people not devotng any time in their communities .,devotng,4
2161,"There are indeed some young people who support their communities , however the support is not sufficient with the growing world problems we are seeing nowadays .",support;support;growing,7;13;19
2162,I therefore agree with the statement as not sufficient support is available .,support,9
2163,Young people with energy can provide a lot of help to their communities by allocating very little time of their day .,provide;allocating,5;14
2164,"For example , teaching a child of the community how to read or write , helping an old person with tasks they are not capable of doing , support in the building of a new school or hospital , etc .",support,28
2165,"Many people associate help with spending money , while that may sometimes be the case , helping ones community with ones personal time could be equally rewarding .",rewarding,26
2166,Helping ones community does not always have to be financial .,,
2167,"While in many circumstances , funding is an issue , many organization are not available to help fund communities in need , what is lacking is the human helping hand .",hand,29
2168,Seeing poverty in Africa and developing counties is an eye opener .,Seeing;eye;opener,0;9;10
2169,The number and size of the problems in the lives of these communities are horrifying and required help is not quantneeded in the world .,horrifying,14
2170,"There will always be more problems in this continent than helping hand , however , we can start by increasing the help to our communities and do the best we can to improve the lives of the communities we live in .",hand,11
2171,"Regarding the statement , successful people try new things and take risks rather than only doing what they already know how to do well , I agree with this idea .",,
2172,There are a couple of reasons .,,
2173,Doing only what they already know how to do well in the life could not make any creating thinking and ideas and could not reach any good chance to go up more higher status of their positoin or money and more exciting .,reach;go;up;higher;positoin,24;29;30;32;36
2174,The decision and carefull thinking and consideration for feasibility and risk taking analysis to do new things will be crucial .,,
2175,"And people always age and grow overtime , then people must reflect something new into their life , otherwise they get bored and get easily tired of it , then get sometimes mentally problem .",reflect;into,11;14
2176,"In my experience and background , my major was basically in literature .",,
2177,And I was office assistant in a company at first instance after the college .,,
2178,"Later , I challenged the new job position , Finance and Accounting aiming for US .",aiming,12
2179,"CPA , then I broke through this change and my business and work completely changed .",broke;through,4;5
2180,"I took a risk if I could achieve the professional qualification , such as US .",,
2181,CPA .,,
2182,Because I had no background of this major and enough experience .,,
2183,"I had to spend tones of time to study to pass it , simultaneously , I worked hard as a new position which I did not have enough experience .",spend;tones,3;4
2184,"Then , my career development and good promotion happend after couple of years hard working and passing the exam .",,
2185,I believe that people sometimes should take a risk .,,
2186,"In another my experience , I married with American man which means I had to immigrated into the U .",,
2187,S quiting my successful job in Japan leaving my life in Japan and family and friends .,,
2188,This decision and judgement were not easy if I should be able to be happy and successful in my life .,,
2189,"However , I am currently happy in my new life knowing new things , new people , new country , new culture .",,
2190,I believe that these things will make me also grow that will lead also successful in the future .,grow,9
2191,"In conclusion , the life should sometimes be excited and explore new things rather than doing what they already know how to do well .",explore,10
2192,Your life can be meaningful if you try to new things and take risks .,,
2193,"By growing and aging , people need to grow knowing new things in their life which means you would have to take some smaller or bigger risks .",growing;grow,1;8
2194,I personally traveled a lot in my life because i think its one of the best way to learn about diversities and cultures .,,
2195,Since i was born my parents would often take me and my brother on vacation .,,
2196,"I consider my self lucky because i had the opportunity to visit country such as Venezuela , India , Canada , Brazil and many others .",,
2197,Well none of these travels were guided by group led .,,
2198,"From what i know a tour guide job concern whit showing to tourists the beauties or something in particular of a certain country , and i am sure that they do their job in the right way .",,
2199,"But i think that one of the most fascinating and interesting thing when you are visiting a new country , i would call it the taste of your vacation , come from your desire to discover the same beauties by your own .",taste,25
2200,"When i visit a new country a what to feel all the tradition and culture that characterize it , i want to become , during that period , part of what is going on .",feel;part,9;28
2201,"For example while i was in India i ve been invited to a traditional Buddist wedding ; at the beggining i was a bit suspicious , i was not sure to ware their traditional wedding dress , it was a large pair of pants full of different colors .",,
2202,At the end i decided to ware it and still now after five years i remember that day as one of the most emotionally intense day of my life .,intense,24
2203,In all my trip arround the world i ve been in many situation that gave me lots of satisfaction and i am sure that i wouldnotfeel in the same way if was a guide who took me to that wedding .,,
2204,"To end my paper i want to dear my aversion to tour guide vacation , you spend more and enjoy less .",,
2205,I disagree with the idea that young people enjoy life more than older people do .,,
2206,Because the idea seems to be too shallow and narrow to me .,shallow;narrow,7;9
2207,"I would rather say it depends on each individual whether they can enjoy life or not , than just generalize them by their age .",,
2208,I am going to state examples to support the idea .,,
2209,"Firstly , there has been increasing number of young people , who do not have clear purpose of the life , being at a loss what to do .",clear;at;a;loss,15;22;23;24
2210,"These kind of people often do not even work , which naturally means that they do not have enough opportunity to show their ability .",,
2211,That kind of life seems to be very boring and meaningless to me .,meaningless,10
2212,"Although some people might enjoy their moment of the life by doing something funny and stimulus , my impression for that is they are just having fun temporary .",having,25
2213,I think it does not mean that they fully enjoy thier life .,fully,8
2214,"As long as there are many young people living without a obvious purpose or destination , I think it can not be said that all young people enjoy their life .",destination,14
2215,"Secondly , let me introduce my own experience about my grand mother .",,
2216,"She lives alone after her husband died , but she is so energetic and vigorous , and seems to enjoy her life very much .",,
2217,"That is probably because she has a lot of friends around her , who usually drop by to chat with her .",has;drop;by,5;15;16
2218,I think being needed by others gives people will of life .,gives,6
2219,"Lately , she even started singing with her friend in Karaoke , and is now putting much enthusiasm in it .",putting;in,15;18
2220,"By seeing my grand mother , I was well convinced that older people can live their life with many enjoyments .",,
2221,That is the reasons I think given statement is too superficial .,superficial,10
2222,"Even Young people could feel their life meaninngless and boring , while there is enough chance for older people to fully enjoy their life .",meaninngless;fully,7;20
2223,It is all up to theirselves .,,
2224,"for me it is better to have broad knowledge of many academic subjects than to specialize in one specific subject , because if you have broad knowledge you always could make anything in any moment .",broad;broad,7;25
2225,if you have specific knowledge you are limited .,limited,7
2226,in the world of the work if you have specific knowledge you will have more difficult to find a job than a person who have broadn knowledge .,world;broadn,2;25
2227,"i think that is more important have broad knowledge of many academic subjects because usually , for the work , is not required specialize knowledge in one specific subject .",broad,7
2228,well i think that for the person is more beautiful have broad knowledge of many academic subjects than to specialize in one specific subject because if you have more knowledge you can speak with any people you meet .,broad,11
2229,you could speak with various type of people .,,
2230,people who have different trucks of life .,trucks,4
2231,people who arrive to various places of the world and speak different languages .,,
2232,if you have specialize knowledge in one specific subject you may not understand other different subject very well because you donothave basic knowledge of other subject .,,
2233,in the past there wasnotthe possibility to know many sub,,
2234,"Most advertisements make products seem much better than they really are , i stongly support this view .",stongly,13
2235,"The media has played very important role is misleading people , and made people to believe in what is not true however there are always exceptions .",misleading,8
2236,The media industry has been playing with people trust in order to sell the products of diffrent companies because they pay alot to make attractive advertisements .,playing,5
2237,To verify my point i am going to give few examples .,,
2238,For instance i bought a washing liquid after seeing it on the tv the products gives you guarantee that it will take away all the marks no matter how deep they are but after using the product i was not satisfied .,deep,29
2239,Infact it was just waste of my money and time .,waste,4
2240,"I have a rough estimation that 8 out of 10 products are not reliable , after my past experiences .",,
2241,"Alot of things play a role in making the product so appealing , a high budget advertisement even take well know celeberties to emphasis the quality of the product and to some extent we all believe the well known figure and we might again mislead ourselves .",appealing;mislead,11;44
2242,"You may see alot of commercial on the weekends which compel you to buy the products which you really donotneed , you just get impressed by the commercial and later on after using it you realize it doesnot benefit you as the comercial shows .",compel,10
2243,"Another example i bought a shirt from mall after seeing the model wearing it , when i wore the shirt it nothing felt or looked like the model has promised .",,
2244,"The light , the makeup and the setup made it appear far better than the quality and even the look of the shirt .",,
2245,"I do believe that there are few products from well known companies which have developed trust over time but mostly the others are all not at all satisfying and are just waste of money and time , they play with ones feelings .",developed;waste;play,14;31;38
2246,The better the advertisement the better money the company has paid to make the advertisement to the reality itself .,,
2247,I do agree with the opinion expressed in the statement .,,
2248,In every day life is it possible to hear statements like that .,,
2249,"Simple statements not deriving for philosophical thoughts , just simple expressions of every day life s observation .",deriving,3
2250,I think that is possible to explain such a cliche giving some examples that truly confirm the point .,,
2251,Young people have more time than adults to enjoy their life .,have,2
2252,Usually young people go to school and have the opportunity to meet people of their age .,have,7
2253,"Sharing school-time make young people eager to play sports together , to go out at night together and enjoy life .",,
2254,"Adults usually have to think of their families , they usually work to earn the money necessary to feed their children and so they have less time to do what they want .",have;less,24;25
2255,Adults actually do not have time to enjoy life .,have,4
2256,Even if the adult is a rich person he has not the possibility to organize his life independently of his or her responsabilities .,has,9
2257,As you become older you have more to accomplish in order to respect what people expect from you .,,
2258,What I have just written could be contrasted affirming that young people enjoy life because they do not know what life is .,,
2259,Young people can not see the hidden difficulties that everyone experiences in his life .,see;hidden,4;6
2260,But we all know that sometimes is good not to know everything .,,
2261,"I could give also a personal example , when I was Child life seemed easy to me , I thought that could become everybody I wanted to , but now I know that real life is different .",,
2262,"To reach want you want to reach you need to forget sometimes friends , sports , and all other things that could help enjoying life .",reach;reach;forget,1;6;10
2263,"As we all know , It is necessary for an adult person to find in his accomplishments and in his work the sources of life enjoyment .",find;sources,13;22
2264,If an adult learns to understand which are the important things in his life then he or she will enjoy life .,,
2265,Students learn many subjects in school .,,
2266,Teachers feel difficulties how to teach .,,
2267,Some people think that studying facts is more important than studying ideas and concepts .,,
2268,"On the other hand , others believe that learning ideas and concepts is more important than leaning facts .",,
2269,"In my opinon , knowing ideas and concepts is more important than knowing facts .",,
2270,I will explain reasons to support my view .,support;view,5;7
2271,Ideas and concepts is helpful for students to understand facts .,,
2272,"First of all , ideas and concepts are besic of all facts .",besic,8
2273,"Without basic theories , students can not understand facts .",basic,1
2274,"For instance , there are many theories to understand people s behaviors in psychology .",,
2275,I could understand others behaviors and my feelings by understanding these theories .,,
2276,"Secondly , using ideas and concepts , individuals can develop ideas and extend their view of points .",extend;view,12;14
2277,"In short , ideas and concepts should be learned first .",,
2278,Learning ideas and concepts enable students to solve problem quickly .,,
2279,"First of all , students can think issues logically because ideas and concepts make problems easier to understand .",,
2280,"Secondly , students learn skills effectively .",,
2281,"For instance , to learn language , such as English , students need to learn grammer and structure .",,
2282,Only listening native speaker s conversations is not enough to master English .,master,10
2283,"In brief , ideas and concepts is useful for students .",useful,7
2284,"Of course , learning facts is also important .",,
2285,"However , usually facts are matters to support ideas or concept , therefore facts are supplyment for them .",support;supplyment,7;15
2286,"In addition , observing facts is interesting and students are attracted study by watching facts , yet after all students need ideas or concepts to study their interests deeply .",attracted;deeply,10;28
2287,"To conclude , ideas and concepts is a necessity for students to consider subject deeply .",deeply,14
2288,"On the other hand , facts are only one aspect of real phenomenon .",,
2289,"Hence , it is not difficult to say that leaning ideas and concepts is more important than learning facts .",,
2290,"when we talk about successful people the first thing comes into my mind are scientists , inventors , person who is a pioneer in his specially , and many other examples , and as we can see the common factor between all of them is that they all started new things and ofcourse took great risks to do them .",into,10
2291,"so I totally agree that successful people do try new things rather than doing what they already know how to do well , although some may be successful by doing this but in my opinion they are not as successful as the pioneered ones or even close to them .",close,46
2292,"there are many factors that I thing results in making those people more successful than others , for example , when they start something new , they have very minimal or almost no competitors in the feild they are trying to do somthing in , even if there are competitors they still trying as they do .",,
2293,"another issue is that when somebody is inventing something new for example he will have the opportunity to be a legend for the whole world because simply if he succeed everybody after will follow , use or adapt his invention and he may be remembered for this for centuries even after he die and this is a great success .",legend;follow,20;33
2294,"another issue is that make me feel that they are more successful is the amount of work they do , they try harder and harder to come up eith new ideas and this required great efforts and cause high appreciation of there work un like the lower amount of work needed by already known things even though there are risks for them not to succeed , because it is not something anybody have ever tried to do or even thought about , i think that you will do nothing new if you did not do risk .",,
2295,so with all appreciation to those who are doing already known things i do think that those who try new intresting things and take that risks are the real successfull people .,,
2296,I totally agree the statmentYoung people nowadays do not give enough time to helping their communities .,give,9
2297,I will evaluate with the following paragraphs .,,
2298,"Before I tell you my reasons , I state that what is mean by helping communities .",,
2299,For me it is working in society in your own time by free which means Volunteer .,own,9
2300,First of all nowadays young people have a lot of things to do in school .,,
2301,"For example a small test everyday , big exam once a month and Leaving certificate for end of the school which is really important for the colleage .",,
2302,What I mean is the young people must study for them and which takes enough a lot of time .,takes,13
2303,Hence it is difficult to have time for committees .,have,5
2304,The second reason is there is so many ways to having fun at the weekend .,having,10
2305,"In the past there were no Prikura machine taking pictures of yourself and freinds . , Shopping , Game Center and Disco .",,
2306,They are very popular for young people .,,
2307,Hence they are much prefer to do them instead of helping counties .,,
2308,Also in my opinion young people have an imagine for community which is too hard .,,
2309,"They care more about their fashion , the points in school , Celeblities , gossips and all .",,
2310,They never interested in the real societies .,,
2311,As you can see the society and people has been changed .,,
2312,In other words young people have things to do for themselves .,,
2313,Although I know that they are selfish and ridiculous opinions but that is why i beleive young people nowdays do not give enough him y,give,21
2314,If we talking about advertisements of goodsproducts the first thing to do is to Know what the producer or the seller wants to reach .,reach,23
2315,"He wants to sell his products , and he will do everything to reach his purpose .",reach,13
2316,Advertisement is one of method say to the customers Here I m ...,,
2317,and this is my product .,,
2318,Who sell products using advertisement trying to show its own product much better than they really are .,,
2319,"Doing that , They , the seller , try to attract the consumer , showing the best side of the products .",attract;side,10;17
2320,In particular there are two elements most important than the other used in an advertisement : price and quality of goods .,,
2321,Who work in the advertising field Know how to advertisement a product .,,
2322,For example using comparative advertisement method : say to the costumers that they products are different by the others .,,
2323,Another method is to say to the consumer that higher life is not complete without this or that or surely will be better .,complete,13
2324,My opinion is that advertisements is based on knowledgement of social and human science .,,
2325,"That is , Knowing what the major part of persons will think looking a good in a particular light or a particular color can be obtain his goal .",obtain,25
2326,We know human want what they imagine or wish .,,
2327,If the seller is able to advertisement his product in the way that the consumer want is target is reached .,target;reached,17;19
2328,"May be before to buy something , it will be better if everybody ask to ourself is what I m going to buy is like I see in the real and not what it seems in my mind .",,
2329,I that my opinion !,,
2330,"While some people say that there should be a tour give during the trip , I do not agree with the idea that going on a trip with a give is better than going alone .",,
2331,There are two reasons of this : being responsible and more chances to communicate with locals .,,
2332,Going on a trip make me more responsible person in many respects .,,
2333,"For example , I have to make a reservation by myself and handle difficulties that I face during the trip .",handle;face,12;16
2334,"If there is a tour give while taking a trip , I wiil rely on him or her too much and I will not do anything neede for the trip such as reserving a hotel .",rely,13
2335,"As a result , I will tend to be less responsible person .",,
2336,"In addition , If I got involved in troubles such as fighting , robbery , or getting lost , I would mamage the situation with my little skills of the language .",mamage,21
2337,"This experience will teach me how to overcome difficulties when I am alone , making myself resposible .",teach;overcome,3;7
2338,"By contrast , if you are with a tour give , he or her will all take care of you whenever you ask help .",,
2339,"Furthermore , individual trip or trip with out a give will offer me lots of opportunity to talk with locals .",offer,11
2340,"For instance , I can make any schedule that I want and hang out with people with I get to know there .",hang;out,12;13
2341,"If I go to an ethinic restaurants to have dinner and make friends with locals , I will enjoy entire trip with them communication each other .",,
2342,"However , in a trip with a give , you always have to be in a group of visitors .",,
2343,"In other words , you have fewer chance to talk with locals .",,
2344,"In conclusion , I prefer going on a trip alone to going with a give because individual trip will produce more chance to learn responsibility and communicate with local people .",,
2345,"Travelling in a group rather than alone is most of the time a difficult decision to take and it involves many personal and external factors : the place you intend to visit , your social preferences , your tolerance for being with other people for long lapses of time , the type of people that will come along for this long trip ...",tolerance,38
2346,and many others .,,
2347,I do agree that traveling in a group led by a guide is a good experience in most circumstances .,,
2348,"When I intend to visit a large city , an historical site or a country of which I do not speak the language , being led by an experienced guide and together with some traveling friends is essential for me .",,
2349,"I have the opportunity to learn more about the culture of the city or the country that I am visiting , while discovering pleasures i .e .",,
2350,nice restaurants or nice locations that I probably could not find with my little written guide .,guide,15
2351,"For example , when I was in Montreal with my husband we dragged our friends to a not pricy and excellent : restaurant following directions of our useful little guide .",dragged;guide,12;29
2352,"Surely the food was good , but the not pricy part needed to be discussed and our friends offered to pay prior to seing the bill .",,
2353,In visiting historical places the role of a guide is even more important .,,
2354,"Living in Venice for many years , I have always been impressed by the amount of information I didnotknow about the local churches , and , despite being a local , I enjoyed to join guided groups while walking through the churches .",,
2355,"Even when traveling in remote places , being in a protected group with a guide that is able to help you with the essential needs is wise .",protected,10
2356,"My aunt was in Mongolia for 3 weeks , living with comrades in a tent and drinking acidic milk with all her traveling companions , and , once back , she assured me that she would not repeat the same trip without a guide .",,
2357,Sometimes however traveling in a group may be frustrating .,,
2358,"It requires conciliating needs and desires of different people , while tolerating organizational and traveling issues .",conciliating;tolerating,2;11
2359,Probably a good traveling social attitude is the best way to face any trip and to enjoy a good guided trip .,face,11
2360,"And , as a last point , having a good guide makes all the difference !",,
2361,"I do not agree with the statement expressing the idea that in twenty years there will be fewer cars in use than there are today , and this for a variety of reasons .",,
2362,"In the first place modern city planning is partially leading toward a horizontal , spread-out model of contemporary metropolitan areas .",leading;horizontal;spread-out,9;12;14
2363,"Examples of this trend are urban developments of cities like Los Angeles , Mexico City and San Paolo , which have spread over vast areas .",spread;over,21;22
2364,"This time of city growth is going to enhance the importance of the car in everyday life , as long as we need to take the freeway to go to the grocery store .",growth,4
2365,Moreover I do not see changes in culture that would cause people to buy fewer cars .,,
2366,"In fact cars are also important to plan our days as we want to ; so that even if it was more and more difficult to afford them , they would be still used because they would enable us to be more independent with what we want to do and when we want to do it compared to public transportation .",,
2367,"Cars are also a status symbol , and people are going to buy them not only because they are useful , but also because they can show theit status by owing a particular kind of car .",symbol,5
2368,"It is extremely important for us to move , and be where we want to be at the convenient time .",,
2369,"Cars and modern means of transportation such as buses and cheap flights allow us a grade of freedom in time and space that was not even dreamed in other eras , and this is not going to stop .",grade,15
2370,"Plus , cars can give us freedom of movement combined with independency from other - except in traffic jams .",give;jams,4;18
2371,This in my opinion is the reason why the number of cars circulating is not going to shrink in the close future .,shrink;close,17;20
2372,"I do not agree with this opinion because of these three reasons ; expenses to have a tour guide , not being able to communicate with local residents , and not being able to learn taking responsibilities and the real side of the place .",taking;side,35;40
2373,"First , it is expensive to have a tour guide compared to taking a trip on your own or in a group .",taking,12
2374,"It is not necessary to worry about the cost if the person is rich , however not very many people would like to spend too much money just on traveling because it is also important to spend money on souveniours or on the food .",,
2375,Therefore it is not necessary to have a tour guide .,,
2376,"Second , it is hard to communicate with local residents with a tour guide .",,
2377,"When taking a trip , it is a great opportunity to talk to the local residents because they may be able to tell you where good restaurants are or nice places where local people only know .",taking,1
2378,"Also , when traveling a foreign country , it is fun using a foreign language .",,
2379,"If you are traveling with a tour guide and he or she always does things for you , you might lose these opportunities .",lose,20
2380,"Third , the tour with a tour guide in a group can be fun with no learning and responsibilities .",,
2381,Taking trips can be a learning place .,Taking,0
2382,"You can learn about the people , culture , atomosphere , and the language where you visit .",atomosphere,9
2383,"When you are with a tour guide , you will only listen to the tour guide and your friend in the group , therefore these learning opportunities decrease compared to taking trips without a tour guide .",taking,30
2384,Also you will be dependent on the tour give so that you will not be able to learn as much as traveling alone .,,
2385,Let s travel alone !,,
2386,"You may be scared to travel alone , however there are so many things you can learn by taking trips on your own .",taking,18
2387,It is cheap to take trips without a tour guide and fun to get to know the local residents .,take,4
2388,You will also be able to learn many things by traveling alone .,,
2389,"Again , I do not agree that the best way to travel is in a group led by a tour guide .",,
2390,I believe that a student should take care of both understanding concepts and leaning facts .,,
2391,Particularly I am firmly convinced that a good education should provide enough information to be learned and enough concepts to be understood .,firmly;provide,3;10
2392,"Depending on the class or the study sector , one of these aspects can be prevalent but I m sure they should be both present .",,
2393,"In an engineering faculty indeed a student should probably give more importance to concept understanding , while in a medicine faculty information , facts are more important .",,
2394,Non the less I believe that concepts require a lot of information to be understood and aslo facts can be learned after having understood some concepts .,require,7
2395,I can give an examples based on my personal experience .,based,5
2396,"I am a civil engineer , and of course I learned a lot of information during mu univeristy career .",,
2397,"These information , studied in math , physics and geometry classes , were essential for understanding how a bridge or a building react to loads or earthquakes .",,
2398,"Viceversa a medical doctor can make a good diagnosis , and understand what actually causes a certain disease only if he did learn the related symptoms in books .",,
2399,Some students give probably more importance to understand ideas because they find understanding easier and quicker than learning .,,
2400,"Studying can be in fact boring when it requires too much time , but i think this is not a good approach for reaching a good culture and especially for having an effective background education .",requires;approach;reaching;background,8;21;23;33
2401,As student and worker I am convinced that what we understand and learn in school or university i s the key factor of our future success in life .,key,20
2402,"Particularly I donotsee any chance of success for all the people that learn everything without understanding also something , because they would not be able to adapt their knowledge to the reality of their job .",,
2403,"Viceversa , and in conclusion , I donotthink that a person can do a good job if she has not a sufficient background of information learned in school or university .",background,24
2404,"At a first sight , it can be inferred that young people show no interest in helping their community and that they seem to have become more ego-directed , in order to prevent themselves from the duties that a society is asking them .",asking,41
2405,"A likely explanations might be that to help the community is no more seen as convenient as it used to be , as it is not rewarded enough .",rewarded,26
2406,"Young people donotfeel this as a duty , and think that the world would probably go on without no help from them .",go;on,17;18
2407,"Furthermore , young people seem to live for the present moment and not for the future , almost as they feel that the duties toward a society will not effect their own future , or the future of next generations .",,
2408,"But is most of the youngers seem to share these opinion , it is absolutely not true for all .",,
2409,"Some of them , who are likely grown up with strong ideals and a steady sense of tradition , still continue to putting their efforts to helping their community .",strong;steady;putting,10;14;22
2410,It might be that people living in small towns are easily influenced and touched by community problems .,touched,13
2411,Is not unusual for them to be prepared in helping because of the surroundings where they live in .,,
2412,"I wouldnotsay that youngers living in the cities are not able to do that , on he contrary , thanks to devices provided by the city , they can easily help communities if they are interested in .",devices,23
2413,"Compared to few decades ago , the modern society we are living in has , with no doubt , passed through a huge number of changing .",passed;through,19;20
2414,"Given that , it s hard to say which of them has really brought an improvement or a decrease in the quality of everyday life .",brought,13
2415,What is certainly true is that young people summarize the most important and common features of a society .,,
2416,Some people believes that in twenty years there will be a limit in the use of private transportation will be limited .,,
2417,I agree with this opinion .,,
2418,There are some reasons that suport this point of view .,suport,5
2419,"First of all , there is an increasment in growing rate of human new generations .",,
2420,this would probably let the government of the societies to limit the ability for people to use their own personal cars in the future .,,
2421,This one of the secession which might be taken by the society in the future as a solution to the predicted situation of the future living .,,
2422,We all know that these cars consume energy to work .,work,9
2423,"for today s situation , the cars are using gas as a main course of energy to work , so the using of this kind of transportation is controled by the avaliable amount of this energy course .",work,17
2424,"If the word is going to face the limitation of this sources of energy , there will be some new decisions to control the consuming of gas on the transportation .",,
2425,Limiting the use of this kind of private transportation can help alot in containing a good balance in the usage of such energy sources .,balance,16
2426,The population will be asked to use the public transportation such as buses and train .,,
2427,Another benefit of this decision will help alot in reducing the traffic problems and the crowded streets .,,
2428,"In some huge cities , the work places are spreaded every where .",spreaded,9
2429,Second thing there are mostly sopping malls and supermarkets every where .,,
2430,If the future cities will be like that there will be no longer need for personal transportation because the places are nearby and the using of cars and personal cars will be worthless sold,worthless,32
2431,I disagree with the statement and it is what I donotlike of the instruction system of my country .,,
2432,"I m studing engineering and I have to study a lot of things , a lot of ideas and concepts of difficult subjects .",,
2433,"My professors only explain concepts difficult to understand and , important too , to remember for the exam .",,
2434,"I see that there is something wrong because if I study very much for the exam and I barely remember a concept , two weeks before I canotremember that concept because I donotundertand it or because I havenota fact that can conduce me to remember the concept .",conduce,47
2435,"I think if a professor tell a fact or a story to support a main concept or idea I can using that fact or story to remember and , most important , to understand it .",support,12
2436,I can say this because I had a professor of ecology and he was very different from others professors .,,
2437,He only spoke about facts of little animals to reach the main concept of their reasons to leave a place .,reach,9
2438,Or for example he explained a chinese problem with the women population .,,
2439,He told that a chinese man can be considered a man only when his son put him in the ground for his death .,put,15
2440,"For this reason when a chinese man had a daughter he kills her because chinese government do not want families of more than five persons , so the women decreased .",,
2441,With these examples I understand and I remember ecology things after three or four years .,,
2442,"I think that is the best method to explain complicated concepts too , and it is a funny and not hard way to understand and remember things of different subjects .",,
2443,"Some people say that broad knowledge is better , but I believe tha to specialize in one specific subject is better for human lives .",broad,4
2444,"First of all , new things are innovated or discovered only by specialized knowledge in one specific subject .",,
2445,The cutting edge technologies or arts can bring about development of human lives .,cutting;edge,1;2
2446,"For example , robots which aid handicapped people were not invented without special research in a robot technology .",,
2447,"In the field of arts , the computer graphic which entertains many people in films or TVs can not invented without computer .",,
2448,This example clearly shows how the specialized knowledge contributes to the society .,shows;contributes,3;8
2449,"In addition , a worry that the society with only specialized people is biased and hard to live with is not true .",,
2450,It is because that various kind of people with special knowledge can complement each others .,complement,12
2451,"For example , many manufacture companies employ specialized people and make them research in special fields .",,
2452,"Sometimes those specialists produce strange things , but the specialists in other divisions can point out problems of the products .",,
2453,"Even if the odd products go out to a market , they donotsell .",,
2454,"Consequently , specialists realize they are wrong and improve their products , which leads to further innovation .",leads,13
2455,This example clearly shows that specialized knowledge does not always make biased society .,shows,3
2456,"Thus , people do not worry about that .",,
2457,"For the reasons pointed above , I am sure that specialized knowledge leads to better human life and should be respected more than broad knowledge .",leads;broad,12;23
2458,The world we live is full of variety and differences between people .,full,5
2459,"We share diffrent cultures , diffrent traditions , diffrent jobs , diffrent responsibilties .",,
2460,Everybody is diffrent for the others in his ways of expressing life .,expressing,10
2461,The world is a huge stage and nearly everybody is an actor .,stage;actor,5;11
2462,"To be able to communicate with each others we should know about each others interests , this is mainly based on what we air in our academic life .",,
