token,tp_cases,fp_cases,fn_cases,total_cases,precision,recall,f1-score
proper,0,1,0,3,0.0,#Div0,#Div0
fit,1,1,2,5,0.5,0.3333333333333333,0.4
tie,0,1,0,2,0.0,#Div0,#Div0
obtain,4,5,4,18,0.4444444444444444,0.5,0.47058823529411764
Educational,0,1,0,2,0.0,#Div0,#Div0
consult,0,1,0,3,0.0,#Div0,#Div0
evaluate,0,1,0,2,0.0,#Div0,#Div0
perform,0,1,0,2,0.0,#Div0,#Div0
thay,0,1,0,2,0.0,#Div0,#Div0
canotsolve,0,1,0,2,0.0,#Div0,#Div0
particular,0,14,0,30,0.0,#Div0,#Div0
cross,0,1,0,2,0.0,#Div0,#Div0
marry,0,4,0,6,0.0,#Div0,#Div0
fly,0,2,0,4,0.0,#Div0,#Div0
build,5,7,6,30,0.4166666666666667,0.45454545454545453,0.43478260869565216
picturelize,1,0,1,2,1.0,0.5,0.6666666666666666
tones,0,0,1,1,#Div0,0.0,#Div0
example,0,0,1,1,#Div0,0.0,#Div0
actractivity,0,0,1,1,#Div0,0.0,#Div0
d,0,3,0,8,0.0,#Div0,#Div0
complicated,0,2,0,5,0.0,#Div0,#Div0
wiil,0,2,0,4,0.0,#Div0,#Div0
derives,0,0,1,1,#Div0,0.0,#Div0
fall,0,2,0,4,0.0,#Div0,#Div0
spreading,0,0,1,1,#Div0,0.0,#Div0
learing,0,1,0,2,0.0,#Div0,#Div0
experiment,1,0,1,2,1.0,0.5,0.6666666666666666
margin,0,0,1,1,#Div0,0.0,#Div0
widening,0,0,1,1,#Div0,0.0,#Div0
closer,0,0,1,1,#Div0,0.0,#Div0
Resulting,0,1,0,2,0.0,#Div0,#Div0
virtue,0,0,1,1,#Div0,0.0,#Div0
enhance,0,4,0,8,0.0,#Div0,#Div0
encounter,1,1,1,4,0.5,0.5,0.5
form,1,5,1,12,0.16666666666666666,0.5,0.25
couldnotstand,0,1,0,2,0.0,#Div0,#Div0
nice,0,6,0,12,0.0,#Div0,#Div0
faces,0,0,3,3,#Div0,0.0,#Div0
sublime,0,1,0,1,0.0,#Div0,#Div0
update,0,1,0,2,0.0,#Div0,#Div0
fixed,0,0,1,1,#Div0,0.0,#Div0
fascinate,0,1,0,2,0.0,#Div0,#Div0
bound,0,0,2,2,#Div0,0.0,#Div0
judging,0,0,1,1,#Div0,0.0,#Div0
quickly,0,0,1,1,#Div0,0.0,#Div0
donotpay,0,1,0,2,0.0,#Div0,#Div0
stood,0,0,1,1,#Div0,0.0,#Div0
is,0,0,1,1,#Div0,0.0,#Div0
begin,0,6,0,12,0.0,#Div0,#Div0
refer,0,1,0,2,0.0,#Div0,#Div0
breaking,0,0,1,1,#Div0,0.0,#Div0
Advancement,0,0,1,1,#Div0,0.0,#Div0
approriate,0,1,0,2,0.0,#Div0,#Div0
industrial,0,2,0,4,0.0,#Div0,#Div0
decide,0,14,0,33,0.0,#Div0,#Div0
comparative,0,1,0,2,0.0,#Div0,#Div0
succesful,0,2,0,4,0.0,#Div0,#Div0
supplyment,0,0,1,1,#Div0,0.0,#Div0
deliver,1,0,1,2,1.0,0.5,0.6666666666666666
electricity-lowered,0,1,0,2,0.0,#Div0,#Div0
marginal,1,0,1,2,1.0,0.5,0.6666666666666666
fifty,0,2,0,4,0.0,#Div0,#Div0
exact,0,1,0,3,0.0,#Div0,#Div0
contract,0,2,0,4,0.0,#Div0,#Div0
stuff,0,1,0,2,0.0,#Div0,#Div0
dream,0,2,5,9,0.0,0.0,#Div0
allow,0,16,0,35,0.0,#Div0,#Div0
canotgo,0,1,0,2,0.0,#Div0,#Div0
deep-snow,0,1,0,2,0.0,#Div0,#Div0
intensity,0,0,1,1,#Div0,0.0,#Div0
down,0,0,2,2,#Div0,0.0,#Div0
permit,0,1,0,2,0.0,#Div0,#Div0
spends,0,0,2,2,#Div0,0.0,#Div0
various,0,11,0,17,0.0,#Div0,#Div0
shift,1,0,1,2,1.0,0.5,0.6666666666666666
oun,0,1,0,2,0.0,#Div0,#Div0
handicap,0,1,0,1,0.0,#Div0,#Div0
knowledge,0,3,1,7,0.0,0.0,#Div0
avoid,1,11,1,24,0.08333333333333333,0.5,0.14285714285714285
disagree,0,47,0,94,0.0,#Div0,#Div0
past,0,5,0,10,0.0,#Div0,#Div0
grade,0,1,1,3,0.0,0.0,#Div0
pick,1,0,2,3,1.0,0.3333333333333333,0.5
sophisticated,0,2,0,4,0.0,#Div0,#Div0
environement,0,0,1,1,#Div0,0.0,#Div0
background,0,0,3,3,#Div0,0.0,#Div0
crash,0,0,1,1,#Div0,0.0,#Div0
Red,0,1,0,2,0.0,#Div0,#Div0
stars,0,0,1,1,#Div0,0.0,#Div0
vast,2,2,2,8,0.5,0.5,0.5
non,0,2,0,4,0.0,#Div0,#Div0
hereby,0,1,0,2,0.0,#Div0,#Div0
mainstream,1,0,1,2,1.0,0.5,0.6666666666666666
tells,0,0,1,1,#Div0,0.0,#Div0
cane,0,1,0,2,0.0,#Div0,#Div0
suit,1,1,1,4,0.5,0.5,0.5
fun,0,3,0,6,0.0,#Div0,#Div0
haver,0,1,0,2,0.0,#Div0,#Div0
become,1,44,2,91,0.022222222222222223,0.3333333333333333,0.04166666666666667
treat,0,1,0,2,0.0,#Div0,#Div0
evolved,0,0,1,1,#Div0,0.0,#Div0
target,0,0,1,1,#Div0,0.0,#Div0
requires,0,0,3,3,#Div0,0.0,#Div0
conduct,1,2,1,6,0.3333333333333333,0.5,0.4
complement,1,0,1,2,1.0,0.5,0.6666666666666666
disabled,0,1,0,1,0.0,#Div0,#Div0
plane,0,1,0,2,0.0,#Div0,#Div0
strongly,0,0,10,10,#Div0,0.0,#Div0
allocate,0,1,0,2,0.0,#Div0,#Div0
Chinese,0,0,0,1,#Div0,#Div0,#Div0
gives,0,0,14,14,#Div0,0.0,#Div0
tools,0,0,5,5,#Div0,0.0,#Div0
commit,0,1,0,2,0.0,#Div0,#Div0
benificial,0,2,0,4,0.0,#Div0,#Div0
pursuing,0,0,1,1,#Div0,0.0,#Div0
walk,0,5,0,10,0.0,#Div0,#Div0
biological,0,0,0,2,#Div0,#Div0,#Div0
fulfill,1,0,1,2,1.0,0.5,0.6666666666666666
trap,1,0,1,2,1.0,0.5,0.6666666666666666
opener,0,0,1,1,#Div0,0.0,#Div0
emit,0,1,0,2,0.0,#Div0,#Div0
through,0,0,4,4,#Div0,0.0,#Div0
Next,0,1,0,2,0.0,#Div0,#Div0
dear,0,1,0,2,0.0,#Div0,#Div0
Concerning,0,1,0,2,0.0,#Div0,#Div0
sleep,0,3,0,6,0.0,#Div0,#Div0
didnotlose,0,1,0,2,0.0,#Div0,#Div0
against,0,0,1,1,#Div0,0.0,#Div0
moved,0,0,2,2,#Div0,0.0,#Div0
talk,0,27,0,44,0.0,#Div0,#Div0
wider,0,0,4,4,#Div0,0.0,#Div0
pluck,1,0,1,2,1.0,0.5,0.6666666666666666
lean,0,5,0,10,0.0,#Div0,#Div0
actor,0,0,1,1,#Div0,0.0,#Div0
According,0,0,0,3,#Div0,#Div0,#Div0
ony,0,1,0,2,0.0,#Div0,#Div0
Taking,0,0,2,3,#Div0,0.0,#Div0
cause,0,18,0,36,0.0,#Div0,#Div0
attract,5,0,4,10,1.0,0.5555555555555556,0.7142857142857143
irresponsible,0,1,0,2,0.0,#Div0,#Div0
colder,0,0,1,1,#Div0,0.0,#Div0
lessen,0,1,0,2,0.0,#Div0,#Div0
hasnotstudied,0,1,0,2,0.0,#Div0,#Div0
eventual,0,1,0,2,0.0,#Div0,#Div0
diminish,1,1,1,4,0.5,0.5,0.5
jeopardize,0,1,0,2,0.0,#Div0,#Div0
person,0,0,1,1,#Div0,0.0,#Div0
gather,2,2,2,8,0.5,0.5,0.5
unexpected,0,1,0,2,0.0,#Div0,#Div0
possitive,0,1,0,2,0.0,#Div0,#Div0
explosion,0,0,1,1,#Div0,0.0,#Div0
related,0,1,0,2,0.0,#Div0,#Div0
defence,0,0,1,1,#Div0,0.0,#Div0
stimulate,0,1,0,2,0.0,#Div0,#Div0
phase,0,0,2,2,#Div0,0.0,#Div0
sell,0,10,0,20,0.0,#Div0,#Div0
warmly,0,0,1,1,#Div0,0.0,#Div0
frighten,0,1,0,2,0.0,#Div0,#Div0
mechanical,0,1,0,3,0.0,#Div0,#Div0
think,0,208,0,416,0.0,#Div0,#Div0
wil,0,1,0,2,0.0,#Div0,#Div0
realted,0,1,0,2,0.0,#Div0,#Div0
such,0,14,0,27,0.0,#Div0,#Div0
neutral,1,0,1,2,1.0,0.5,0.6666666666666666
daughter,0,1,0,2,0.0,#Div0,#Div0
loss,0,0,2,2,#Div0,0.0,#Div0
Planning,0,1,0,2,0.0,#Div0,#Div0
illiterate,0,1,0,2,0.0,#Div0,#Div0
perfect,0,1,0,2,0.0,#Div0,#Div0
Lonely,0,1,0,2,0.0,#Div0,#Div0
addict,0,1,0,2,0.0,#Div0,#Div0
win,1,2,1,6,0.3333333333333333,0.5,0.4
historical,0,6,0,12,0.0,#Div0,#Div0
write,0,13,0,26,0.0,#Div0,#Div0
system,0,0,2,2,#Div0,0.0,#Div0
bare,1,0,1,2,1.0,0.5,0.6666666666666666
say,0,93,0,186,0.0,#Div0,#Div0
friends,0,2,0,4,0.0,#Div0,#Div0
actively,0,0,1,1,#Div0,0.0,#Div0
flexible,2,0,2,4,1.0,0.5,0.6666666666666666
life,0,0,1,1,#Div0,0.0,#Div0
reveals,0,0,1,1,#Div0,0.0,#Div0
revolutianized,0,1,0,2,0.0,#Div0,#Div0
memories,0,1,0,2,0.0,#Div0,#Div0
donot,0,1,0,2,0.0,#Div0,#Div0
principal,0,0,0,2,#Div0,#Div0,#Div0
giving,0,0,4,4,#Div0,0.0,#Div0
impress,0,2,0,4,0.0,#Div0,#Div0
didnotknow,0,1,0,2,0.0,#Div0,#Div0
collect,0,3,0,6,0.0,#Div0,#Div0
technological,0,4,0,8,0.0,#Div0,#Div0
means,0,0,1,1,#Div0,0.0,#Div0
whole,1,8,3,20,0.1111111111111111,0.25,0.15384615384615383
ears,0,1,0,2,0.0,#Div0,#Div0
forward,0,0,2,2,#Div0,0.0,#Div0
taking,0,0,6,6,#Div0,0.0,#Div0
law,0,0,1,1,#Div0,0.0,#Div0
link,0,1,0,2,0.0,#Div0,#Div0
ride,0,1,0,3,0.0,#Div0,#Div0
atomosphere,0,0,1,1,#Div0,0.0,#Div0
saved,0,0,1,1,#Div0,0.0,#Div0
hat,0,1,0,2,0.0,#Div0,#Div0
learn,0,131,0,262,0.0,#Div0,#Div0
invite,0,2,0,4,0.0,#Div0,#Div0
coin,0,0,1,1,#Div0,0.0,#Div0
brilliant,0,1,0,2,0.0,#Div0,#Div0
obstacles,0,0,1,1,#Div0,0.0,#Div0
economical,0,3,0,6,0.0,#Div0,#Div0
extent,0,1,0,2,0.0,#Div0,#Div0
primary,0,3,0,7,0.0,#Div0,#Div0
laze,0,1,0,2,0.0,#Div0,#Div0
price,0,0,1,1,#Div0,0.0,#Div0
power,0,0,2,2,#Div0,0.0,#Div0
wear,0,1,0,2,0.0,#Div0,#Div0
Thai,0,1,0,2,0.0,#Div0,#Div0
less,0,1,4,6,0.0,0.0,#Div0
coordinating,0,0,1,1,#Div0,0.0,#Div0
deny,0,2,0,4,0.0,#Div0,#Div0
wont,0,1,0,2,0.0,#Div0,#Div0
wonothave,0,1,0,2,0.0,#Div0,#Div0
ignore,0,5,0,10,0.0,#Div0,#Div0
slower,0,0,1,1,#Div0,0.0,#Div0
leads,0,0,10,10,#Div0,0.0,#Div0
employ,0,1,0,2,0.0,#Div0,#Div0
shrugged,0,0,1,1,#Div0,0.0,#Div0
romantic,0,1,0,2,0.0,#Div0,#Div0
fields,0,0,3,3,#Div0,0.0,#Div0
unreal,0,0,1,1,#Div0,0.0,#Div0
freak,0,1,0,2,0.0,#Div0,#Div0
near,0,1,1,3,0.0,0.0,#Div0
vanish,1,0,1,2,1.0,0.5,0.6666666666666666
Meeting,0,1,0,2,0.0,#Div0,#Div0
arrive,0,6,0,11,0.0,#Div0,#Div0
skilled,0,1,0,2,0.0,#Div0,#Div0
empower,0,2,0,4,0.0,#Div0,#Div0
school-time,0,1,0,2,0.0,#Div0,#Div0
lack,1,1,2,5,0.5,0.3333333333333333,0.4
its,0,0,1,1,#Div0,0.0,#Div0
high,1,16,2,38,0.058823529411764705,0.3333333333333333,0.1
accept,0,3,0,9,0.0,#Div0,#Div0
population,0,0,1,1,#Div0,0.0,#Div0
powerfull,1,0,1,2,1.0,0.5,0.6666666666666666
mind,0,4,0,8,0.0,#Div0,#Div0
Regarding,0,1,0,2,0.0,#Div0,#Div0
afford,0,1,0,4,0.0,#Div0,#Div0
south,0,1,0,2,0.0,#Div0,#Div0
watch,0,10,0,20,0.0,#Div0,#Div0
wash,0,1,0,2,0.0,#Div0,#Div0
punch,0,1,0,2,0.0,#Div0,#Div0
Going,0,0,0,1,#Div0,#Div0,#Div0
cover,1,2,2,7,0.3333333333333333,0.3333333333333333,0.3333333333333333
attached,0,0,1,1,#Div0,0.0,#Div0
vote,0,1,0,2,0.0,#Div0,#Div0
advertisement,0,7,0,14,0.0,#Div0,#Div0
cosmetic,0,4,0,8,0.0,#Div0,#Div0
acknowledge,0,0,0,1,#Div0,#Div0,#Div0
talking,0,0,2,2,#Div0,0.0,#Div0
defend,1,1,1,4,0.5,0.5,0.5
black,0,1,0,2,0.0,#Div0,#Div0
tour,0,21,0,42,0.0,#Div0,#Div0
rent,0,1,0,2,0.0,#Div0,#Div0
select,0,3,0,6,0.0,#Div0,#Div0
speacilize,0,1,0,2,0.0,#Div0,#Div0
surface,0,0,1,1,#Div0,0.0,#Div0
reliable,0,2,0,4,0.0,#Div0,#Div0
drop,1,0,2,3,1.0,0.3333333333333333,0.5
include,0,12,0,24,0.0,#Div0,#Div0
donotface,0,1,0,2,0.0,#Div0,#Div0
recreate,0,1,0,2,0.0,#Div0,#Div0
topic,0,1,0,2,0.0,#Div0,#Div0
fullfilling,1,1,1,4,0.5,0.5,0.5
pushs,0,0,1,1,#Div0,0.0,#Div0
suppoting,1,0,1,2,1.0,0.5,0.6666666666666666
edge,0,0,1,1,#Div0,0.0,#Div0
intrested,0,1,0,2,0.0,#Div0,#Div0
indirect,0,1,0,2,0.0,#Div0,#Div0
elements,0,0,2,2,#Div0,0.0,#Div0
incredible,0,3,0,6,0.0,#Div0,#Div0
work,2,69,4,137,0.028169014084507043,0.3333333333333333,0.05194805194805195
owe,0,1,0,2,0.0,#Div0,#Div0
division,0,0,1,1,#Div0,0.0,#Div0
Have,0,1,0,4,0.0,#Div0,#Div0
crowd,0,1,1,3,0.0,0.0,#Div0
All,0,1,0,2,0.0,#Div0,#Div0
contribut,1,0,1,2,1.0,0.5,0.6666666666666666
visual,0,1,0,2,0.0,#Div0,#Div0
conduce,1,0,1,2,1.0,0.5,0.6666666666666666
dagerous,0,0,1,1,#Div0,0.0,#Div0
correct,0,1,0,2,0.0,#Div0,#Div0
remote,1,1,1,4,0.5,0.5,0.5
donotstop,0,1,0,2,0.0,#Div0,#Div0
Excellent,0,1,0,2,0.0,#Div0,#Div0
eliminate,0,1,0,2,0.0,#Div0,#Div0
happy,0,2,0,4,0.0,#Div0,#Div0
Seeing,2,1,2,6,0.6666666666666666,0.5,0.5714285714285715
stat,0,1,0,2,0.0,#Div0,#Div0
path,0,0,4,4,#Div0,0.0,#Div0
reflect,2,1,2,6,0.6666666666666666,0.5,0.5714285714285715
task,0,0,1,1,#Div0,0.0,#Div0
canotgive,0,1,0,2,0.0,#Div0,#Div0
propose,0,2,0,4,0.0,#Div0,#Div0
confuse,0,2,0,4,0.0,#Div0,#Div0
persuing,1,0,1,2,1.0,0.5,0.6666666666666666
Do,0,0,0,1,#Div0,#Div0,#Div0
brings,0,0,1,1,#Div0,0.0,#Div0
char,0,1,0,2,0.0,#Div0,#Div0
wonderfull,0,1,0,2,0.0,#Div0,#Div0
graduate,0,4,0,8,0.0,#Div0,#Div0
economic,0,4,0,10,0.0,#Div0,#Div0
underline,1,2,1,6,0.3333333333333333,0.5,0.4
break,0,2,0,4,0.0,#Div0,#Div0
discourage,0,2,0,4,0.0,#Div0,#Div0
wealthy,0,1,0,2,0.0,#Div0,#Div0
comes,0,0,2,2,#Div0,0.0,#Div0
trials,0,0,1,1,#Div0,0.0,#Div0
hang,1,0,1,2,1.0,0.5,0.6666666666666666
paving,0,0,1,1,#Div0,0.0,#Div0
note,0,1,0,2,0.0,#Div0,#Div0
visibility,0,0,2,2,#Div0,0.0,#Div0
handy,0,0,2,2,#Div0,0.0,#Div0
donotfigure,0,1,0,2,0.0,#Div0,#Div0
lead,12,45,13,115,0.21052631578947367,0.48,0.2926829268292683
forthcoming,0,1,0,2,0.0,#Div0,#Div0
address,0,1,0,2,0.0,#Div0,#Div0
wouldnotsay,0,1,0,2,0.0,#Div0,#Div0
useless,2,1,2,6,0.6666666666666666,0.5,0.5714285714285715
don,0,3,0,6,0.0,#Div0,#Div0
let,0,6,0,15,0.0,#Div0,#Div0
clarify,0,1,0,2,0.0,#Div0,#Div0
ask,0,23,0,46,0.0,#Div0,#Div0
engine,0,0,2,2,#Div0,0.0,#Div0
eye,0,0,1,1,#Div0,0.0,#Div0
rub,0,2,0,4,0.0,#Div0,#Div0
especialy,0,1,0,2,0.0,#Div0,#Div0
devote,0,1,0,2,0.0,#Div0,#Div0
happen,0,25,0,50,0.0,#Div0,#Div0
hunger,0,0,1,1,#Div0,0.0,#Div0
surve,1,0,1,2,1.0,0.5,0.6666666666666666
canotbecome,0,1,0,2,0.0,#Div0,#Div0
trucks,0,0,1,1,#Div0,0.0,#Div0
abstract,0,2,0,4,0.0,#Div0,#Div0
underlining,0,0,1,1,#Div0,0.0,#Div0
traditional,0,1,1,3,0.0,0.0,#Div0
appear,0,3,0,6,0.0,#Div0,#Div0
expert,0,2,0,4,0.0,#Div0,#Div0
Broad,0,0,1,1,#Div0,0.0,#Div0
late,1,0,2,3,1.0,0.3333333333333333,0.5
basesd,1,0,1,2,1.0,0.5,0.6666666666666666
ski,0,1,0,2,0.0,#Div0,#Div0
opened,0,0,1,1,#Div0,0.0,#Div0
pepole,0,1,0,2,0.0,#Div0,#Div0
deep,3,0,6,9,1.0,0.3333333333333333,0.5
sector,0,0,1,1,#Div0,0.0,#Div0
One,0,0,1,1,#Div0,0.0,#Div0
act,0,3,0,6,0.0,#Div0,#Div0
Sources,0,0,1,1,#Div0,0.0,#Div0
chalinging,1,0,1,2,1.0,0.5,0.6666666666666666
leaving,0,0,2,2,#Div0,0.0,#Div0
attracted,0,0,1,1,#Div0,0.0,#Div0
bore,0,7,0,17,0.0,#Div0,#Div0
give,32,76,35,219,0.2962962962962963,0.47761194029850745,0.36571428571428566
led,0,0,1,1,#Div0,0.0,#Div0
keep,9,21,9,60,0.3,0.5,0.37499999999999994
kings,0,0,1,1,#Div0,0.0,#Div0
line,0,0,3,3,#Div0,0.0,#Div0
shoulders,0,0,2,2,#Div0,0.0,#Div0
into,0,0,11,11,#Div0,0.0,#Div0
built,0,0,3,3,#Div0,0.0,#Div0
notice,0,4,0,8,0.0,#Div0,#Div0
summarize,0,3,0,6,0.0,#Div0,#Div0
experience,0,11,0,22,0.0,#Div0,#Div0
replace,0,1,0,2,0.0,#Div0,#Div0
understanding,0,5,0,10,0.0,#Div0,#Div0
draw,1,1,1,4,0.5,0.5,0.5
scratch,0,1,1,3,0.0,0.0,#Div0
cheat,1,0,1,2,1.0,0.5,0.6666666666666666
takes,0,0,6,6,#Div0,0.0,#Div0
adapt,0,3,0,6,0.0,#Div0,#Div0
Few,0,1,0,2,0.0,#Div0,#Div0
hand,0,0,3,3,#Div0,0.0,#Div0
informational,0,1,0,2,0.0,#Div0,#Div0
Speacializing,0,1,0,2,0.0,#Div0,#Div0
discuss,0,5,0,10,0.0,#Div0,#Div0
quantneeded,0,1,0,2,0.0,#Div0,#Div0
anew,0,1,0,2,0.0,#Div0,#Div0
going,0,0,3,3,#Div0,0.0,#Div0
step,0,1,3,5,0.0,0.0,#Div0
meaningful,0,1,0,2,0.0,#Div0,#Div0
boost,0,1,0,2,0.0,#Div0,#Div0
exist,0,7,0,14,0.0,#Div0,#Div0
written,0,0,1,1,#Div0,0.0,#Div0
reward,0,2,1,4,0.0,0.0,#Div0
instant,0,0,0,1,#Div0,#Div0,#Div0
far,0,0,4,4,#Div0,0.0,#Div0
growing,0,0,6,6,#Div0,0.0,#Div0
know,0,114,0,228,0.0,#Div0,#Div0
analyze,0,3,0,10,0.0,#Div0,#Div0
rest,0,1,0,1,0.0,#Div0,#Div0
foregin,0,3,0,6,0.0,#Div0,#Div0
caveman,0,1,0,2,0.0,#Div0,#Div0
Depending,0,0,0,2,#Div0,#Div0,#Div0
depict,0,1,0,2,0.0,#Div0,#Div0
gain,3,6,3,18,0.3333333333333333,0.5,0.4
guide,0,3,2,8,0.0,0.0,#Div0
fat,0,1,0,1,0.0,#Div0,#Div0
balanced,0,0,1,1,#Div0,0.0,#Div0
exhaust,0,1,0,2,0.0,#Div0,#Div0
boundaries,0,0,1,1,#Div0,0.0,#Div0
shocking,1,0,1,2,1.0,0.5,0.6666666666666666
organize,0,17,0,34,0.0,#Div0,#Div0
conection,0,0,1,1,#Div0,0.0,#Div0
Talking,0,1,0,2,0.0,#Div0,#Div0
canotfind,0,1,0,2,0.0,#Div0,#Div0
relevant,0,1,0,2,0.0,#Div0,#Div0
lost,0,0,2,2,#Div0,0.0,#Div0
awful,0,1,0,2,0.0,#Div0,#Div0
compete,1,3,1,8,0.25,0.5,0.3333333333333333
loyalty,0,0,1,1,#Div0,0.0,#Div0
place,0,1,0,2,0.0,#Div0,#Div0
shier,0,0,1,1,#Div0,0.0,#Div0
express,0,4,0,8,0.0,#Div0,#Div0
represent,0,7,0,14,0.0,#Div0,#Div0
horrify,0,1,0,2,0.0,#Div0,#Div0
harm,1,2,1,6,0.3333333333333333,0.5,0.4
christmas,0,1,0,2,0.0,#Div0,#Div0
safety,0,0,1,1,#Div0,0.0,#Div0
ordinary,0,1,0,2,0.0,#Div0,#Div0
mere,0,1,0,2,0.0,#Div0,#Div0
semesters,0,0,1,1,#Div0,0.0,#Div0
mislead,0,2,1,5,0.0,0.0,#Div0
diffrent,0,4,0,8,0.0,#Div0,#Div0
standard,0,1,0,2,0.0,#Div0,#Div0
expressing,0,0,1,1,#Div0,0.0,#Div0
commute,0,4,0,8,0.0,#Div0,#Div0
continue,0,8,0,16,0.0,#Div0,#Div0
negative,0,9,0,18,0.0,#Div0,#Div0
appealing,0,0,2,2,#Div0,0.0,#Div0
Considering,0,1,0,5,0.0,#Div0,#Div0
respond,0,1,0,2,0.0,#Div0,#Div0
hate,0,3,0,6,0.0,#Div0,#Div0
reap,1,0,1,2,1.0,0.5,0.6666666666666666
door,0,0,1,1,#Div0,0.0,#Div0
two,0,0,1,1,#Div0,0.0,#Div0
Spikes,0,0,1,1,#Div0,0.0,#Div0
withdraw,0,1,0,1,0.0,#Div0,#Div0
succesfull,0,2,0,4,0.0,#Div0,#Div0
Other,0,2,0,4,0.0,#Div0,#Div0
fundamental,1,0,1,2,1.0,0.5,0.6666666666666666
illustrated,0,0,1,1,#Div0,0.0,#Div0
explore,3,4,1,11,0.42857142857142855,0.75,0.5454545454545454
disappoint,0,1,0,2,0.0,#Div0,#Div0
fruitful,1,0,2,3,1.0,0.3333333333333333,0.5
size,0,1,0,2,0.0,#Div0,#Div0
acknowledged,0,1,0,2,0.0,#Div0,#Div0
dots,0,0,1,1,#Div0,0.0,#Div0
asking,0,0,1,1,#Div0,0.0,#Div0
money,0,0,1,1,#Div0,0.0,#Div0
open,5,1,10,17,0.8333333333333334,0.3333333333333333,0.47619047619047616
indicate,0,1,0,2,0.0,#Div0,#Div0
moving,0,0,2,2,#Div0,0.0,#Div0
populated,0,1,0,2,0.0,#Div0,#Div0
young,0,186,0,372,0.0,#Div0,#Div0
shrink,1,0,1,2,1.0,0.5,0.6666666666666666
reassuring,0,1,0,2,0.0,#Div0,#Div0
evry,0,2,0,4,0.0,#Div0,#Div0
compose,0,1,0,2,0.0,#Div0,#Div0
save,3,8,3,22,0.2727272727272727,0.5,0.3529411764705882
earn,0,6,0,12,0.0,#Div0,#Div0
too,0,0,3,3,#Div0,0.0,#Div0
willing,0,0,1,1,#Div0,0.0,#Div0
Trying,0,1,0,2,0.0,#Div0,#Div0
powerful,1,0,1,2,1.0,0.5,0.6666666666666666
till,0,1,0,2,0.0,#Div0,#Div0
dont,0,13,0,26,0.0,#Div0,#Div0
judge,0,1,0,2,0.0,#Div0,#Div0
reached,0,0,7,7,#Div0,0.0,#Div0
focus,7,7,12,33,0.5,0.3684210526315789,0.4242424242424242
learning,0,1,0,2,0.0,#Div0,#Div0
finish,0,1,0,2,0.0,#Div0,#Div0
digital,0,1,0,2,0.0,#Div0,#Div0
there,0,1,0,2,0.0,#Div0,#Div0
meaninngless,0,0,1,1,#Div0,0.0,#Div0
developped,0,1,0,2,0.0,#Div0,#Div0
Working,0,1,0,2,0.0,#Div0,#Div0
lovely,0,1,0,2,0.0,#Div0,#Div0
wasting,0,0,2,2,#Div0,0.0,#Div0
discoverd,0,0,1,1,#Div0,0.0,#Div0
define,0,3,0,6,0.0,#Div0,#Div0
shatter,0,1,0,2,0.0,#Div0,#Div0
allocating,0,0,1,1,#Div0,0.0,#Div0
monthly,0,0,0,1,#Div0,#Div0,#Div0
profitable,0,1,0,2,0.0,#Div0,#Div0
total,0,3,0,6,0.0,#Div0,#Div0
well-made,0,1,0,2,0.0,#Div0,#Div0
broke,0,0,1,1,#Div0,0.0,#Div0
encourages,0,0,1,1,#Div0,0.0,#Div0
wih,0,1,0,2,0.0,#Div0,#Div0
theit,0,1,0,2,0.0,#Div0,#Div0
prepare,1,7,1,16,0.125,0.5,0.2
render,0,2,0,4,0.0,#Div0,#Div0
further,0,3,0,6,0.0,#Div0,#Div0
passions,0,0,1,1,#Div0,0.0,#Div0
dominate,0,1,0,1,0.0,#Div0,#Div0
bonds,0,0,1,1,#Div0,0.0,#Div0
run,6,6,6,20,0.5,0.5,0.5
activate,1,0,1,2,1.0,0.5,0.6666666666666666
get,12,94,12,212,0.11320754716981132,0.5,0.18461538461538463
claim,0,4,0,8,0.0,#Div0,#Div0
old,0,32,0,64,0.0,#Div0,#Div0
desire,0,1,0,2,0.0,#Div0,#Div0
pf,0,1,0,2,0.0,#Div0,#Div0
village,0,0,1,1,#Div0,0.0,#Div0
dissoponited,0,1,0,2,0.0,#Div0,#Div0
stick,1,0,1,2,1.0,0.5,0.6666666666666666
orginal,0,1,0,2,0.0,#Div0,#Div0
apply,0,2,0,4,0.0,#Div0,#Div0
relied,0,0,1,1,#Div0,0.0,#Div0
twenty-five,0,1,0,2,0.0,#Div0,#Div0
regard,0,6,0,12,0.0,#Div0,#Div0
Think,0,0,0,2,#Div0,#Div0,#Div0
immigrate,0,1,0,2,0.0,#Div0,#Div0
long,0,10,2,22,0.0,0.0,#Div0
compromise,0,2,0,4,0.0,#Div0,#Div0
spending,0,0,5,5,#Div0,0.0,#Div0
mean,0,37,0,74,0.0,#Div0,#Div0
direction,0,0,2,2,#Div0,0.0,#Div0
earned,0,0,2,2,#Div0,0.0,#Div0
loses,0,0,1,1,#Div0,0.0,#Div0
shy,0,1,0,2,0.0,#Div0,#Div0
